id,category,tripleset_size,tripleset,lexicalisations,prediction_llama-7b,bleu_nltk_llama-7b,meteor_llama-7b,execution_time_llama-7b
557,MeanOfTransportation,2,"[{'object': '1997', 'property': 'productionStartYear', 'subject': 'Pontiac_Rageous'}, {'object': 'Coupe', 'property': 'bodyStyle', 'subject': 'Pontiac_Rageous'}]","['The Pontiac Rageous coupe went into production in 1997.', 'The Pontiac Rageous, first produced in 1997, was a car with a coupe body style.', 'The coupe style Pontiac Rageous was first produced in 1997.']",The Pontiac Rageous was produced in 1997. It was a coupe. ,0.30878189539634476,0.6284097797534854,5.726649761199951
558,MeanOfTransportation,4,"[{'object': '""May 1950 - August 1956""', 'property': 'buildDate', 'subject': 'ALCO_RS-3'}, {'object': 'V12_engine', 'property': 'engine', 'subject': 'ALCO_RS-3'}, {'object': '12', 'property': 'cylinderCount', 'subject': 'ALCO_RS-3'}, {'object': '17068.8 (millimetres)', 'property': 'length', 'subject': 'ALCO_RS-3'}]","['The ALCO RS-3, which was produced between May 1950 and August 1956, has a V12 engine, a cylinder count of 12 and measures 17068.8 (millimetres) in length.', 'The ALCO RS-3 was produced between May 1950 and August 1956 and has a length of 17068.8 millimetres. It has a cylinder count of 12 and a V12 engine.', 'The ALCO RS-3 is 17068.8 millimetres in length and was produced between May 1950 and August 1956. The ALCO RS-3 has 12 cylinders and a V12 engine.']",The ALCO RS-3 was built in May 1950 and had a length of 17068.8 millimetres. It had a V12 engine and 12 cylinders. ,0.33773524022187446,0.5376724011891417,5.727992534637451
559,Politician,4,"[{'object': '""Ruth Ribicoff""', 'property': 'spouse', 'subject': 'Abraham_A._Ribicoff'}, {'object': 'United_States', 'property': 'birthPlace', 'subject': 'Abraham_A._Ribicoff'}, {'object': 'African_Americans', 'property': 'ethnicGroup', 'subject': 'United_States'}, {'object': 'New_York', 'property': 'deathPlace', 'subject': 'Abraham_A._Ribicoff'}]","['Abraham A. Ribicoff was born in the USA, where African Americans are an ethnic group, and died in New York. He was married to Ruth Ribicoff.', 'Abraham A. Ribicoff died in New York, which is in the USA where he was also born. In the USA, African Americans are an ethnic group and Abraham was married to Ruth Ribicoff.', 'Abraham A. Ribs off, who died in New York, was married to Ruth Ribicoff. He was also born in the USA, where African Americans are an ethnic group,.']",Abraham A. Ribicoff was the spouse of Ruth Ribicoff and was born in the United States. He was an African American and died in New York. ,0.3525678415060714,0.6619183285849952,5.75562047958374
560,University,4,"[{'object': '16800', 'property': 'numberOfUndergraduateStudents', 'subject': 'University_of_Burgundy'}, {'object': '2900', 'property': 'staff', 'subject': 'University_of_Burgundy'}, {'object': '27400', 'property': 'numberOfStudents', 'subject': 'University_of_Burgundy'}, {'object': '1299', 'property': 'numberOfDoctoralStudents', 'subject': 'University_of_Burgundy'}]","['The University of Burgundy has 16800 undergraduate students, 2900 staff members, 27400 students, and 1299 doctoral students.', 'The University of Burgundy has a staff of 2900 members. The number of students currently in attendance is 27400, including 16800 undergraduate students and 1299 doctoral students.']","The University of Burgundy has 2900 staff, 27400 students and 1299 doctoral students. ",0.4450022700918758,0.646719107836304,5.755867004394531
561,Artist,1,"[{'object': 'Petah_Tikva', 'property': 'deathPlace', 'subject': 'Liselotte_Grschebina'}]",['Liselotte Grschebina died in Petah Tikva.'],Liselotte Grschebina died in Petah Tikva. ,1.0,0.9976851851851852,5.770259380340576
562,Film,5,"[{'object': '0004319', 'property': 'imdbId', 'subject': 'McVeagh_of_the_South_Seas'}, {'object': 'Harry_Carey_(actor_born_1878)', 'property': 'starring', 'subject': 'McVeagh_of_the_South_Seas'}, {'object': 'Harry_Carey_(actor_born_1878)', 'property': 'writer', 'subject': 'McVeagh_of_the_South_Seas'}, {'object': 'The_Progressive_Motion_Picture_Company', 'property': 'producer', 'subject': 'McVeagh_of_the_South_Seas'}, {'object': 'Alliance_Films_Corporation', 'property': 'distributor', 'subject': 'McVeagh_of_the_South_Seas'}]","['McVeagh of the South Seas (IMDb id 0004319) was written by Harry Carey, born in 1878, who also had a role in the film. McVeagh of the South Seas was produced by the Progressive Motion Picture Company and distributed by the Alliance Films Corporation.', 'Harry Carey, born in 1878, wrote and starred in McVeagh of the South Seas which was produced by the Progressive Motion Picture Company. The movie was registered in IMDb with the ID 0004319 and distributed by Alliance Films Corporation.', 'The film McVeagh of the South Seas was written by and starred the actor Harry Carey, who was born in 1878. The film was produced by the Progressive Motion Picture Company and distributed by Alliance Films Corporation. The film can be found in IMDb under the ID 0004319.']","McVeagh of the South Seas is a 1918 American silent adventure film directed by Harry Carey and starring Carey, Marjorie Daw, and William Desmond. It was produced by the Progressive Motion Picture Company and distributed by Alliance Films Corporation. ",0.45917017825641,0.5183301546937911,5.792804956436157
563,MusicalWork,6,"[{'object': 'Sludge_metal', 'property': 'genre', 'subject': 'Nord_(Year_of_No_Light_album)'}, {'object': 'Year_of_No_Light', 'property': 'producer', 'subject': 'Nord_(Year_of_No_Light_album)'}, {'object': 'Post-metal', 'property': 'genre', 'subject': 'Nord_(Year_of_No_Light_album)'}, {'object': '2006-09-06', 'property': 'releaseDate', 'subject': 'Nord_(Year_of_No_Light_album)'}, {'object': '58.41', 'property': 'runtime', 'subject': 'Nord_(Year_of_No_Light_album)'}, {'object': 'Demo_2004_(Year_of_No_Light_album)', 'property': 'precededBy', 'subject': 'Nord_(Year_of_No_Light_album)'}]","['The sludge and post-metal album Nord by Year of No Light was released September 6, 2006 after the album Demo (2004). It comprises of 58 minutes and 41 seconds of sound.', 'The Nord album was preceded by the Demo 2004 album, has a length of 58:41, and was produced by the band. The release date of Nord, Year of No Light Album, is 06-09-2006, and it is an album by Year of No Light in the sludge metal and post-metal genre.', ""The post-metal album, Nord, was produced by sludge metal band, Year of No light and released on 2006-09-06. The album runs for 58.41 minutes and followed The Year of No Light's demo album from 2004.""]",Nord's genre is sludge metal. It was produced by Year of No Light and released on 6 September 2006. It has a runtime of 58.41 minutes and was preceded by Demo 2004 (Year of No Light album). ,0.2632806474493296,0.4150445426487092,5.807668209075928
564,MusicalWork,1,"[{'object': 'Train_(band)', 'property': 'musicalBand', 'subject': 'Mermaid_(Train_song)'}]","['The song Mermaid is by the musical band Train.', 'The song Mermaid was written by the band Train.', 'The song Mermaid belongs to the musical band Train.']",Train is a musical band. Mermaid is a song by Train. ,0.09864703138979419,0.4634661835748792,5.717633247375488
565,MusicalWork,1,"[{'object': 'Instrumental_music', 'property': 'genre', 'subject': 'Expect_a_Miracle'}]","['Expect a Miracle is in the instrumental music genre.', ""Expect a Miracle's genre is instrumental music."", 'The album Expect a Miracle is of the instrumental music genre.']",Expect a Miracle is an instrumental music. ,0.488923022434901,0.6371428571428571,5.711080074310303
566,Building,3,"[{'object': 'Robert_A._M._Stern', 'property': 'architect', 'subject': 'Alan_B._Miller_Hall'}, {'object': 'Mason_School_of_Business', 'property': 'currentTenants', 'subject': 'Alan_B._Miller_Hall'}, {'object': 'Virginia', 'property': 'location', 'subject': 'Alan_B._Miller_Hall'}]","['The Mason School of Business currently occupies Alan B. Miller Hall located in Virginia, the building was designed by Robert A.M. Stern.', 'In Virginia, one can find the Mason School of Business located in Alan B Miller Hall that was designed by Robert A M Stern.', 'The Mason School of Business are the current tenants of Alan B Miller Hall, located in Virginia and constructed by Robert A.M. Stern.']","The Mason School of Business is located in Williamsburg, Virginia. It was designed by Robert A.M. Stern and is currently occupied by the Virginia. ",0.33573064840973227,0.6413413413413412,5.767313241958618
567,Food,2,"[{'object': 'Honey', 'property': 'dishVariation', 'subject': 'Bionico'}, {'object': 'Mexico', 'property': 'country', 'subject': 'Bionico'}]","['Honey can be added to bionico, which is a food found in Mexico.', 'Bionico is a Mexico food in which honey is used as a variation.', 'Honey can be used as a variation in the dish Bionico found in Mexico.']",Honey is a dish variation of Bionico. It is from Mexico. ,0.08547873467924992,0.21897810218978098,5.736537933349609
568,MusicalWork,4,"[{'object': 'Wharton_Tiers', 'property': 'producer', 'subject': 'Turn_Me_On_(album)'}, {'object': ""'Til_Death_Do_Us_Part_(EP)"", 'property': 'followedBy', 'subject': 'Take_It_Off!'}, {'object': 'Take_It_Off!', 'property': 'followedBy', 'subject': 'Turn_Me_On_(album)'}, {'object': 'The_Honeymoon_Killers_(American_band)', 'property': 'producer', 'subject': 'Take_It_Off!'}]","[""The album Turn Me On was produced by Wharton Tiers, followed by the Take it Off album. The producer of Take It Off! is the American band the Honeymoon Killers, coming after Take it Off! was the extended play song, 'Til Death Do Us Part."", ""Take It Off! by the American band The Honeymoon Killers was preceded by their album Turn Me On, produced by Wharton Tiers, and followed by the EP 'Til Death Do Us Part."", ""The album Turn Me On, produced by Wharton Tiers is followed by the album Take It Off which is produced by the American band the Honeymoon Killers. and the EP titled 'Til Death Do Us Part came after.""]",The Honeymoon Killers followed Take It Off! by Turn Me On. The Honeymoon Killers followed Take It Off! by Turn Me On. The Honeymoon Killers followed Take It Off! by Turn Me On. The Honeymoon Killers followed Take It Off! by Turn Me On. The Honeymoon Killers followed Take It Off! by Turn Me On. The Honeymoon Killers followed Take It Off! by Turn Me On. The Honeymoon Killers followed Take It Off! by Turn Me On. The Honeymoon Kill,0.05328497361733848,0.366362784357161,5.751573085784912
569,Scientist,4,"[{'object': 'Kingdom_of_England', 'property': 'birthPlace', 'subject': 'Lady_Anne_Monson'}, {'object': 'North_East_England', 'property': 'region', 'subject': 'Darlington'}, {'object': 'Darlington', 'property': 'birthPlace', 'subject': 'Lady_Anne_Monson'}, {'object': 'NZ289147', 'property': 'gridReference', 'subject': 'Darlington'}]","['Lady Anne Monson was born in Darlington, England. Darlington is in the North East of England and has a grid reference of NZ289147.', 'Lady Anne Monson was born in Darlington which is in the North East England region. NZ289147 is the OS grid reference for Darlington.', 'Lady Anne Monson was born in the Kingdom of England in a town called Darlington. Darlington is located in North East of England and the OS grid reference is NZ289147.']","Lady Anne Monson was born in North East England, in the region of Darlington. She was born in Darlington, which is located at NZ289147. ",0.36946546057512203,0.49562682215743437,5.766335725784302
570,University,4,"[{'object': '""In Soldevanahalli, Acharya Dr. Sarvapalli Radhakrishnan Road, Hessarghatta Main Road, Bangalore – 560090.""', 'property': 'campus', 'subject': 'Acharya_Institute_of_Technology'}, {'object': 'Visvesvaraya_Technological_University', 'property': 'affiliation', 'subject': 'Acharya_Institute_of_Technology'}, {'object': '2000', 'property': 'established', 'subject': 'Acharya_Institute_of_Technology'}, {'object': 'Karnataka', 'property': 'state', 'subject': 'Acharya_Institute_of_Technology'}]","['The Acharya Institute of Technology, established in 2000 and affiliated with Visvesvaraya Technological University, is located in Karnataka at Soldevanahalli, Acharya Dr. Sarvapalli Radhakrishnan Road, Hessarghatta Main Road, Bangalore - 560090.', 'The Acharya Institute of Technology, established in 2000 and affiliated with Visvesvaraya Technological University, is located in Karnataka at Soldevanahalli, Acharya Dr. Sarvapalli Radhakrishnan Road, Hessarghatta Main Road, Bangalore – 560090.', 'Acharya Institute of Technology, established in 2000 and affiliated with Visvesvaraya Technological University, is located in the state of Karnataka at Soldevanahalli, Acharya Dr. Sarvapalli Radhakrishnan Road, Hessarghatta Main Road, Bangalore – 560090.']","Acharya Institute of Technology is located in Soldevanahalli, Acharya Dr. Sarvapalli Radhakrishnan Road, Hessarghatta Main Road, Bangalore – 560090. It is affiliated to Visvesvaraya Technological University and was established in 2000. It is located in the state of Karnataka. ",0.4710624202733802,0.7965698282056307,5.793948888778687
571,University,2,"[{'object': '""In Soldevanahalli, Acharya Dr. Sarvapalli Radhakrishnan Road, Hessarghatta Main Road, Bangalore – 560090.""', 'property': 'campus', 'subject': 'Acharya_Institute_of_Technology'}, {'object': 'Bangalore', 'property': 'city', 'subject': 'Acharya_Institute_of_Technology'}]","['The Acharya Institute of Technology campus is located at Soldevanahalli, Acharya Dr. Sarvapalli Radhakrishnan Road, Hessarghatta Main Road, 560090, Bangalore.', 'The Acharya Institute of Technology is located at Soldevanahalli, Acharya Dr. Sarvapalli Radhakrishnan Road, Hessarghatta Main Road, Bangalore - 560090.', 'The campus of the Acharya Institute of Technology is located at Soldevanahalli in Bangalore, Acharya Dr. Sarvapalli Radhakrishnan Road, Hessarghatta Main Road, Bangalore – 560090.']","Acharya Institute of Technology is located in Bangalore, India. ",0.194605812371798,0.3328659188034188,5.765281915664673
572,Company,4,"[{'object': 'Manila', 'property': 'foundationPlace', 'subject': 'Chinabank'}, {'object': 'Capital_city', 'property': 'type', 'subject': 'Manila'}, {'object': 'Public_company', 'property': 'type', 'subject': 'Chinabank'}, {'object': 'Insular_Government_of_the_Philippine_Islands', 'property': 'foundationPlace', 'subject': 'Chinabank'}]","['Chinabank is a publicly traded company founded in Manila at the time of the Insular Government the Philippine Islands. Manila is a capital city.', 'Chinabank is a public company founded in the capital city of Manila, Philippine. Its headquarters are located in the Insular Government of the Philippine Islands.', 'Chinabank was founded in the Insular Government of the Philippine Islands, in the capital of Manila. It is a publicly traded company.']",Manila is the capital city of the Philippines. Chinabank is a public company. It was founded in 1919. It is based in Manila. ,0.31068218135768266,0.47984578446763326,5.727218866348267
573,MusicalWork,2,"[{'object': '2006-09-06', 'property': 'releaseDate', 'subject': 'Nord_(Year_of_No_Light_album)'}, {'object': 'Live_at_Roadburn_2008_(Year_of_No_Light_album)', 'property': 'followedBy', 'subject': 'Nord_(Year_of_No_Light_album)'}]","['Year of No Light followed their album Nord, which was released on 06-09-2006, with the album Live at Roadburn 2008.', 'The Year of No Light album Nord which preceded the Live at Roadburn 2008 was released on 2006-09-06.']",The Nord (Year of No Light) album was released on 6 September 2006 and was followed by the Live at Roadburn 2008 album. ,0.24645013697131238,0.6478490324644172,5.716317176818848
574,MeanOfTransportation,2,"[{'object': '12', 'property': 'cylinderCount', 'subject': 'ALCO_RS-3'}, {'object': 'Montreal_Locomotive_Works', 'property': 'builder', 'subject': 'ALCO_RS-3'}]","['Montreal Locomotive Works is the builder of the 12 cylinder ALCO RS-3.', 'Built by Montreal Locomotive Works, the ALCO RS-3 has a cylinder count of 12.', 'The 12 cylinder ALCO RS-3 was built by the Montreal Locomotive Works.']",The ALCO RS-3 has 12 cylinders. It was built by the Montreal Locomotive Works. ,0.5564924657670628,0.8799620647608725,5.740535974502564
575,Scientist,6,"[{'object': 'General_relativity', 'property': 'professionalField', 'subject': 'Brandon_Carter'}, {'object': 'Carter_constant', 'property': 'knownFor', 'subject': 'Brandon_Carter'}, {'object': 'No-hair_theorem', 'property': 'knownFor', 'subject': 'Brandon_Carter'}, {'object': 'Dennis_William_Sciama', 'property': 'doctoralAdvisor', 'subject': 'Brandon_Carter'}, {'object': 'England', 'property': 'birthPlace', 'subject': 'Brandon_Carter'}, {'object': 'University_of_Cambridge', 'property': 'almaMater', 'subject': 'Brandon_Carter'}]","['Brandon Carter, best known for the Carter constant and the No-hair theorem, is a professional in the field of general relativity. He was born in England and studied at the University of Cambridge, where he was advised by Dennis William Sciama.', 'Brandon Carter was born in England. He graduated from the University of Cambridge, where Dennis William Sciama was his doctoral advisor. Carter is a professional in the field of general relativity. He is known for the Carter Constant and for his contributions to the no-hair theorem.', 'Physicist Brandon Carter, known for his proof of the no-hair theorem and the invention of the Carter constant, was born in England and attended the University of Cambridge, where his doctoral advisor, Dennis William Sciama, prepared him for success in the field of General Relativity.']","Brandon Carter is known for the No-hair theorem, the Carter constant, the Dennis William Sciama and the England. He was born in England and studied at the University of Cambridge. ",0.41435494168364956,0.5725468184349763,5.81701397895813
576,Film,1,"[{'object': 'Maeve_Quinlan', 'property': 'spouse', 'subject': 'Tom_Sizemore'}]","['Tom Sizemore was married to Maeve Quinlan.', 'Tom Sizemore is married to Maeve Quinlan.', 'The spouse of Tom Sizemore is Maeve Quinlan.']",Maeve Quinlan is the spouse of Tom Sizemore. ,0.23356898886410005,0.703125,5.746814489364624
577,Film,7,"[{'object': 'John_Mills', 'property': 'starring', 'subject': ""It's_Great_to_Be_Young_(1956_film)""}, {'object': 'Gilbert_Taylor', 'property': 'cinematography', 'subject': ""It's_Great_to_Be_Young_(1956_film)""}, {'object': '94.0', 'property': 'runtime', 'subject': ""It's_Great_to_Be_Young_(1956_film)""}, {'object': '282838.0', 'property': 'gross', 'subject': ""It's_Great_to_Be_Young_(1956_film)""}, {'object': 'Cyril_Frankel', 'property': 'director', 'subject': ""It's_Great_to_Be_Young_(1956_film)""}, {'object': 'Louis_Levy', 'property': 'musicComposer', 'subject': ""It's_Great_to_Be_Young_(1956_film)""}, {'object': 'Ted_Willis', 'property': 'writer', 'subject': ""It's_Great_to_Be_Young_(1956_film)""}]","['It’s Great to Be Young is a 1956 film that lasts 94 minutes. It was directed by Cyril Frankel and its writer was Ted Willis. John Mills played in the film, and it collected 282,838 at the box office. The film music was written by Louis Levy, and Gilbert Taylor served as a cinematographer.', ""The movie It's Great to Be Young, which was released in 1956, has a 94 minute running time and received £282,838. It's Great to Be Young was directed by Cyril Frankel, composed by Louis Levy, written by Ted Willis, and has John Mills playing the lead role. Gilbert Taylor was the cinematographer."", ""It's Great to Be Young is a 1956 movie that was directed by Cyril Frankel, composed by Louis Levy, written by Ted Willis and starred John Mills. Gilbert Taylor was the cinematographer. The film cost £282,838 and had a running time of 94 minutes.""]","It's Great to Be Young (1956 film) is a 1956 British comedy film directed by Cyril Frankel and starring John Mills, Gilbert Taylor and Louis Levy. It was written by Ted Willis and produced by John and James Woolf. It was released in the United States as The Young Ones. The film was shot at Shepperton Studios. It was the first film to be shot in the new Shepperton Studios. The film was released in the United States as The Young Ones. The film was shot at Shepperton Studios. It",0.17700114804956482,0.49556470050297213,5.869289398193359
578,Artist,4,"[{'object': 'German_Empire', 'property': 'birthPlace', 'subject': 'Liselotte_Grschebina'}, {'object': 'German_Papiermark', 'property': 'currency', 'subject': 'German_Empire'}, {'object': 'Karlsruhe', 'property': 'birthPlace', 'subject': 'Liselotte_Grschebina'}, {'object': '115.0', 'property': 'elevationAboveTheSeaLevel', 'subject': 'Karlsruhe'}]","['Liselotte Grschebina was born 115 meters above sea-level, in Karlsruhe, in the German Empire, where the currency is the German Papiermark.', 'Liselotte Grschebina was born within the German Empire in Karlsruhe, which is 115 metres above sea level. The German Papiermark was used in the German Empire as a currency.', 'Liselotte Grschebina was born in Karlsruhe which is in the German Empire and is 115 meters above sea level. In the German Empire people used the German Papiermark to buy things.']","Liselotte Grschebina was born in Karlsruhe, Germany, in 1890. She was 1.15 meters tall. She was born in the German Empire. She was born in the German Papiermark. She was born in the German Empire. She was born in Karlsruhe. She was born in Karlsruhe. She was born in Karlsruhe. She was born in Karlsruhe. She was born in Karlsruhe. She was born in Karlsruhe. She was born in Karlsruhe. She was",0.08972128845225145,0.3675033231683478,5.803892850875855
579,Athlete,1,"[{'object': 'Central_European_Time', 'property': 'timeZone', 'subject': 'Gdynia,_Poland'}]","['The timezone in Gdynia, Poland is Central European Time.', 'Gdynia is the city in Poland. The timezone for Gdynia is Central European Time.', 'Gdynia, Poland falls into the Central European timezone.']","Gdynia, Poland is in the Central European Time zone. ",0.31020161970069987,0.7052154195011338,5.771291255950928
580,CelestialBody,3,"[{'object': '1929-06-11', 'property': 'discovered', 'subject': '1147_Stavropolis'}, {'object': '20378.5', 'property': 'rotationPeriod', 'subject': '1147_Stavropolis'}, {'object': '260855000000.0', 'property': 'periapsis', 'subject': '1147_Stavropolis'}]","['The 1147 Stavropolis which was discovered on June 11, 1929, has a rotation period of 20378.5 and a periapsis of 260855000000.0.', 'The 1147 Stavropolis asteroid which was discovered on June 11, 1929, has a rotation period of 20378.5 with a periapsis of 260855000000.', 'An asteroid 1147 Stavropolis which was discovered on 11 June 1929 has a rotation period of 20378.5 and the periapsis of 260855000000.0.']",1147 Stavropolis was discovered on 11 June 1929 and has a rotation period of 20378.5 days and a periapsis of 260855000000.0. ,0.6464173938088861,0.799225572581974,5.75802493095398
581,Film,1,"[{'object': '0004319', 'property': 'imdbId', 'subject': 'McVeagh_of_the_South_Seas'}]","['McVeagh of the South Seas IMDb ID is 0004319.', 'McVeagh of the South Seas is a film registered in IMDb with the ID 0004319.', ""McVeagh of the South Seas' IMDb id is 0004319.""]",McVeagh of the South Seas's imdbId is 0004319. ,0.3628241434631103,0.7773446457234581,5.761014699935913
582,MusicalWork,2,"[{'object': 'Squeeze_(The_Velvet_Underground_album)', 'property': 'precededBy', 'subject': 'Bootleg_Series_Volume_1:_The_Quine_Tapes'}, {'object': 'San_Francisco', 'property': 'recordedIn', 'subject': 'Bootleg_Series_Volume_1:_The_Quine_Tapes'}]","['Bootleg Series Volume 1: The Quine Tapes, which was recorded in San Francisco, was preceded by the album Squeeze.', 'Bootleg Series Volume I: The Quine Tapes was recorded in San Francisco and preceded by Squeeze by The Velvet Underground.', 'The Bootleg Series Volume I: The Quine Tapes recorded in San Francisco, preceded the Velvet Underground album Squeeze.']",Squeeze (The Velvet Underground album) was recorded in San Francisco. It was preceded by Bootleg Series Volume 1: The Quine Tapes. ,0.4303767738122004,0.6578217455621302,5.748814821243286
583,City,1,"[{'object': 'Adrián_Rivera_Pérez', 'property': 'leader', 'subject': 'Morelos'}]","['Adrián Rivera Pérez is a leader in Morelos.', 'One of the leaders of the Mexican state of Morelos is Adrián Rivera Pérez.']",Adrián Rivera Pérez is the leader of Morelos. ,0.4111336169005197,0.703125,5.773346900939941
584,Scientist,3,"[{'object': 'Andrzej_Piotr_Ruszczyński', 'property': 'influencedBy', 'subject': 'Darinka_Dentcheva'}, {'object': 'United_States', 'property': 'citizenship', 'subject': 'Darinka_Dentcheva'}, {'object': 'Stochastic_programming', 'property': 'knownFor', 'subject': 'Darinka_Dentcheva'}]","['Darinka Dentcheva, an American citizen known for her work with stochastic programming, developed a theory influenced by Andrzej Piotr Ruszczyński.', 'Darinka Dentcheva, an American citizen known for her work with stochastic programming, was influenced by Andrzej Piotr Ruszczynski.', 'Citizen of the United States, Darinka Dentcheva, is known for Stochastic programming and was influenced by the work of Andrzej Piotr Ruszczyński.']",Andrzej Piotr Ruszczyński was influenced by Darinka Dentcheva who was a citizen of the United States and known for stochastic programming. ,0.1582128588834926,0.5227844562482526,5.756892919540405
585,City,3,"[{'object': '1604.0', 'property': 'populationDensity', 'subject': 'Ciudad_Ayala'}, {'object': 'Pacific_Standard_Time_Zone', 'property': 'timeZone', 'subject': 'Ciudad_Ayala'}, {'object': 'Juan_Nolasco', 'property': 'leader', 'subject': 'Ciudad_Ayala'}]","['Ciudad Ayala population density is 1604, and Juan Nolasco is one of the leaders of this city situated in the Pacific Standard Time Zone.', 'Ciudad Ayala is in the Pacific Standard time zone and has a population density of 1,604. Its leader is Juan Nolasco.', 'Ciudad Ayala city has a population density of 1604.0. Its leader is Juan Nolasco and the time zone is the Pacific Standard Time Zone.']",The population density of Ciudad Ayala is 1604.0. It is in the Pacific Standard Time Zone and Juan Nolasco is its leader. ,0.4325202135183669,0.7382997630331755,5.774695158004761
586,Building,6,"[{'object': 'Robert_A._M._Stern', 'property': 'architect', 'subject': 'Alan_B._Miller_Hall'}, {'object': '""101 Ukrop Way""', 'property': 'address', 'subject': 'Alan_B._Miller_Hall'}, {'object': '""30 March 2007""', 'property': 'buildingStartDate', 'subject': 'Alan_B._Miller_Hall'}, {'object': 'Mason_School_of_Business', 'property': 'currentTenants', 'subject': 'Alan_B._Miller_Hall'}, {'object': 'Virginia', 'property': 'location', 'subject': 'Alan_B._Miller_Hall'}, {'object': 'College_of_William_&_Mary', 'property': 'owner', 'subject': 'Alan_B._Miller_Hall'}]","['The construction of Alan B. Miller Hall started on March 30th, 2007. Robert A. M. Stern is the architect of the building. Alan B. Miller Hall is located at 101 Ukrop Way, Virginia, and the current tenant is the Mason School of Business. The College of William and Mary owns the Hall.', 'The construction of Alan B. Miller Hall began on March 30th, 2007. Robert A. M. Stern designed the building. Alan B. Miller Hall is located at 101 Ukrop Way, Virginia,and is owned by the College of William and Mary. The current tenant is the Mason School of Business.', 'The College of William and Mary is the owner of the Alan B. Miller Hall at 101 Ukrop Way in Virginia. The building, which began construction on the 30th of March 2007, was designed by Robert A.M. Stern. The current occupants are The Mason School of Business.']","The Mason School of Business is located at 101 Ukrop Way, Williamsburg, Virginia. It was built in 2007 and is owned by the College of William and Mary. ",0.28339303851837566,0.3878260869565217,5.840430974960327
587,Astronaut,5,"[{'object': 'Zaoyang', 'property': 'birthPlace', 'subject': 'Nie_Haisheng'}, {'object': 'Hubei', 'property': 'birthPlace', 'subject': 'Nie_Haisheng'}, {'object': 'Shenzhou_10', 'property': 'mission', 'subject': 'Nie_Haisheng'}, {'object': 'Shenzhou_6', 'property': 'mission', 'subject': 'Nie_Haisheng'}, {'object': ""People's_Republic_of_China"", 'property': 'nationality', 'subject': 'Nie_Haisheng'}]","[""Nie Haisheng was born in Zaoyang in Hubei. Haisheng was from the People's Republic of China and was a part of the Shenzhou 10 mission and also took part in the Shenzhou 6 mission."", 'Nie Haisheng is a citizen of the People’s Republic of China who was born in Zaoyang, Hubei Province, was a crew member on Shenzhou 6 and took part in the Shenzhou 10 mission.', ""Nie Haisheng is from the People's Republic of China and was born in Zaoyang, Hubei, was part of Shenzhou 10 mission and took part in the Shenzhou 6 mission.""]","Nie Haisheng was born in Zaoyang, Hubei, China. He was the commander of the Shenzhou 10 mission and the Shenzhou 6 mission. He is a citizen of the People's Republic of China. ",0.5476980999356946,0.6733915324514145,5.803392887115479
588,Scientist,1,"[{'object': '""+90 356""', 'property': 'areaCode', 'subject': 'Tokat'}]","['The area code of Tokat is +90 356.', 'The area code for Tokat is +90 356.', 'Tokat’s area code is +90 356.']",The area code for Tokat is 90 356. ,0.7071067811865475,0.864795918367347,5.79443097114563
589,Astronaut,5,"[{'object': 'Shenzhou_10', 'property': 'mission', 'subject': 'Nie_Haisheng'}, {'object': 'Shenzhou_6', 'property': 'mission', 'subject': 'Nie_Haisheng'}, {'object': 'Zaoyang', 'property': 'birthPlace', 'subject': 'Nie_Haisheng'}, {'object': 'Hubei', 'property': 'isPartOf', 'subject': 'Zaoyang'}, {'object': 'Xiangyang', 'property': 'isPartOf', 'subject': 'Zaoyang'}]","['Nie Haisheng was born in Zaoyang, Xiangyang, Hubei Province. He was a crew member on Shenzhou 6 and took part in the Shenzhou 10 mission.', 'Nie Haisheng was born in Zaoyang, Hubei province and is part of Xiangyang. He ook part in the Shenzhou 6 mission and was a part of Shenzhou 10 mission.', 'Nie Haisheng was born in Zaoyang, which is a part of Xiangyang and the Hubei province. Haisheng was apart of the Shenzhou 10 mission and also took part in the Shenzhou 6 mission.']","Nie Haisheng was born in Zaoyang, Hubei, China. He was the commander of the Shenzhou 10 mission and the Shenzhou 6 mission. He was also the commander of the Zaoyang. He was born in Xiangyang, Hubei, China. ",0.35133101243919723,0.5141757301723084,5.782137632369995
590,Scientist,2,"[{'object': 'General_relativity', 'property': 'professionalField', 'subject': 'Brandon_Carter'}, {'object': 'Carter_constant', 'property': 'knownFor', 'subject': 'Brandon_Carter'}]","['Brandon Carter, a specialist in General Relativity, is known for the Carter Constant.', 'Brandon Carter is a physicist whose professional field was on General Relativity is known for the invention of the Carter constant.', 'Brandon Carter, a professional in the field of general relativity, is known for the Carter constant.']",Brandon Carter is known for the Carter constant. ,0.4500994164652013,0.553469387755102,5.771947145462036
