id,category,tripleset_size,tripleset,lexicalisations,prediction_vicuna-7b,bleu_nltk_vicuna-7b,meteor_vicuna-7b,execution_time_vicuna-7b
58,Artist,4,"[{'object': '1994-06-14', 'property': 'deathDate', 'subject': 'Liselotte_Grschebina'}, {'object': 'Israel', 'property': 'deathPlace', 'subject': 'Liselotte_Grschebina'}, {'object': 'Israel', 'property': 'nationality', 'subject': 'Liselotte_Grschebina'}, {'object': 'German_Empire', 'property': 'birthPlace', 'subject': 'Liselotte_Grschebina'}]","['Israeli national Liselotte Grschebina was born in the German Empire and died in Israel on June 14, 1994.', 'Liselotte Grschebina died in Israel on June 14, 1994. Though she had Israeli nationality, she was born in the German Empire.', 'Liselotte Grschebina was an Israeli national born in the German Empire. She died on June 14, 1994 in Israel.']","Liselotte Grschebina was born on June 14, 1994 in the German Empire and died in Israel.",0.6830917605765512,0.7826473285943591,1.522287368774414
59,Company,6,"[{'object': 'United_States', 'property': 'regionServed', 'subject': 'AmeriGas'}, {'object': 'King_of_Prussia,_Pennsylvania', 'property': 'city', 'subject': 'AmeriGas'}, {'object': '380700000', 'property': 'operatingIncome', 'subject': 'AmeriGas'}, {'object': 'Energy_industry', 'property': 'industry', 'subject': 'AmeriGas'}, {'object': 'United_States', 'property': 'country', 'subject': 'AmeriGas'}, {'object': '211200000', 'property': 'netIncome', 'subject': 'AmeriGas'}]","['Located in King of Prussia, Pennsylvania, AmeriGas is an energy company that serves the United States. AmeriGas has an operating income of $380,700,000 and net income of $211,200,000.', 'Currently serving all regions of the United States, AmeriGas is headquartered in the King of Prussia, Pennsylvania in the United States. An established company in the energy industry, AmeriGas has an operating income of $380,700,000 and a net income of $211,200,000.', 'A US provider in the energy industry, AmeriGas is located in the King of Prussia, Pennsylvania in the United States, and has an operating income of $380,700,000 with a net income of $211,200,000.']",AmeriGas is a company that operates in the energy industry and is based in the United States. It has a net income of $21.12 million. It also serves the region of the United States.,0.23564633388537584,0.46150216565441476,2.2062370777130127
60,CelestialBody,4,"[{'object': '418476000000.0', 'property': 'apoapsis', 'subject': '1147_Stavropolis'}, {'object': '1249.6', 'property': 'orbitalPeriod', 'subject': '1147_Stavropolis'}, {'object': 'Grigory_Neujmin', 'property': 'discoverer', 'subject': '1147_Stavropolis'}, {'object': '1929-06-11', 'property': 'discovered', 'subject': '1147_Stavropolis'}]","['Discovered in 1927 by Grigory Neujmin, 1147 Stavropolis has an apoapsis of 418476000000 and an orbital period of 1249.6 days.', 'The asteroid 1147 Stavropolis was discovered by Grigory Neujmin on the 11th of June 1929. It has an orbital period of 1249.6 days and an apoapsis of 418476000000.0.', '1147 Stavropolis is an asteroid, discovered on 11 June 1929 by Grigory Neujmin. Its apoapsis is 418476000000.0 AU and the orbital period is 1249.6.']","The subject of the 1147 Stavropolis is Grigory Neujmin, who discovered it on June 11, 1929. Its apoapsis is 418476000000.0. Its orbital period is 1249.6.",0.2142740368702629,0.5551867219917013,3.2244935035705566
61,City,4,"[{'object': '−6', 'property': 'utcOffset', 'subject': 'Ciudad_Ayala'}, {'object': 'Governator', 'property': 'leaderTitle', 'subject': 'Ciudad_Ayala'}, {'object': 'Mexico', 'property': 'country', 'subject': 'Ciudad_Ayala'}, {'object': '1147.0', 'property': 'elevationAboveTheSeaLevel', 'subject': 'Ciudad_Ayala'}]","['Ciudad Ayala is a city which is located 1147m above sea level and has a UTC offset of -6. Ciudad Ayala is located in Mexico and has a leader called the Governator.', 'Ciudad Ayala ruled by governator is in the country of Mexico with offset of -6 as well as sea level of 1147.0.', 'Ciudad Ayala is located in Mexico, with a UTC offset -6. The city has an elevation of 1147.0 above sea level and its leader is called the governator.']",Ciudad Ayala is located in Mexico and has a UTC offset of -6. The leader of Ciudad Ayala is the Governator. Ciudad Ayala has an elevation of 1147.0 meters above sea level.,0.5917724280765891,0.7382726108718426,2.262447595596313
62,City,2,"[{'object': '−6', 'property': 'utcOffset', 'subject': 'Ciudad_Ayala'}, {'object': 'Morelos', 'property': 'isPartOf', 'subject': 'Ciudad_Ayala'}]","['Morelos, in Ciudad Ayala, is in the UTC offset -6 timezone.', 'Ciudad Ayala, which has a UTC offset of -6, is part of Morelos.', 'The UTC offset of Ciudad Ayala which is part of Morelos is -6.']",Ciudad Ayala está en el UTC -6. Morelos es una de las 35 entidades federativas de México y es parte de Ciudad Ayala.,0.04141141330484801,0.2142857142857143,1.724374294281006
63,Scientist,1,"[{'object': 'George_Monson', 'property': 'spouse', 'subject': 'Lady_Anne_Monson'}]","[""Lady Anne Monson's spouse was George Monson."", 'The spouse of George Monson is Lady Anne Monson.', 'Lady Anne Monson is the spouse of George Monson.']",George Monson is married to Lady Anne Monson.,0.34572078464194106,0.66167290886392,0.8288123607635498
64,SportsTeam,4,"[{'object': 'Campeonato_Brasileiro_Série_C', 'property': 'league', 'subject': 'Agremiação_Sportiva_Arapiraquense'}, {'object': 'Vila_Nova_Futebol_Clube', 'property': 'champions', 'subject': 'Campeonato_Brasileiro_Série_C'}, {'object': '17000', 'property': 'numberOfMembers', 'subject': 'Agremiação_Sportiva_Arapiraquense'}, {'object': '""Agremiação Sportiva Arapiraquense""', 'property': 'fullName', 'subject': 'Agremiação_Sportiva_Arapiraquense'}]","['With 17000 members, Agremiação Sportiva Arapiraquense play in the Campeonato Brasileiro Série C league, of which Vila Nova Futebol Clube have been champions.', 'Agremiação Sportiva Arapiraquense is a club of 17000 members in the Campeonato Brasileiro Série C league along with the Vila Nova Futebol Clube.', 'Agremiação Sportiva Arapiraquense play in the Campeonato Brasileiro Série C league. The club currently has 17000 members. The Vila Nova Futebol Clube were champions of the league.']","Agremiação Sportiva Arapiraquense é uma equipe brasileira de futebol com sede na cidade de Arapiraca, Alagoas. É conhecida como ""Arapiraquense"" e participa do Campeonato Brasileiro Série C.

Vila Nova Futebol Clube é um time brasileiro com sede na cidade de Goiânia, Goiás. É conhecido como ""Vila Nova"" e é campeão do Campeonato Brasileiro Série C.

O número de membros da Agremiação Sportiva Arapiraquense é de ",0.06442925586684968,0.36268382352941175,5.684708595275879
65,Food,3,"[{'object': 'Dessert', 'property': 'course', 'subject': 'Bionico'}, {'object': 'Jalisco', 'property': 'region', 'subject': 'Bionico'}, {'object': 'Mexico', 'property': 'country', 'subject': 'Bionico'}]","['In the region of Jalisco, Mexico, is a food dish served for dessert called Bionico.', 'Bionico, a food found in the Jalisco region of Mexico, is served at the dessert course.', 'Bionico (a dessert) is a food found in the region of Jalisco in Mexico.']","Bionico is a dessert from the region of Jalisco, Mexico.",0.23174357227666326,0.46668667466986796,0.9933435916900636
66,MusicalWork,4,"[{'object': 'The_Velvet_Underground', 'property': 'producer', 'subject': 'Bootleg_Series_Volume_1:_The_Quine_Tapes'}, {'object': 'United_States', 'property': 'recordedIn', 'subject': 'Bootleg_Series_Volume_1:_The_Quine_Tapes'}, {'object': 'St._Louis,_Missouri', 'property': 'recordedIn', 'subject': 'Bootleg_Series_Volume_1:_The_Quine_Tapes'}, {'object': 'Rock_music', 'property': 'genre', 'subject': 'Bootleg_Series_Volume_1:_The_Quine_Tapes'}]","['The Quine Tapes was produced by The Velvet Underground in St. Louis, Missouri, United States; its genre is rock.', 'The rock album Bootleg Series Volume 1: The Quine Tapes was produced and recorded by the Velvet Underground in St. Louis, Missouri, USA.', 'The Velvet Underground recorded Rock album The Bootleg Series Volume I: The Quine Tapes in St. Louis, Missouri, USA.']","The Velvet Underground produced the album Bootleg Series Volume 1: The Quine Tapes, which was recorded in St. Louis, Missouri and is a rock music album.",0.35345481163747966,0.7127316823796559,1.8187248706817627
67,Athlete,1,"[{'object': '+2', 'property': 'utcOffset', 'subject': 'Gdynia,_Poland'}]","['Gdynia city in Poland has time zone of UTC +2 .', 'Gdynia in Poland has a UTC (Coordinate Universal Time) offset of +2.', 'Gdynia, Poland has a UTC of +02:00.']","The input triples are:

[{'object': '+2', 'property': 'utcOffset', 'subject': 'Gdynia,_Poland'}]

The generated text would be:

Gdynia,_Poland has a UTC offset of +2.",0.10813005337959174,0.45299145299145305,3.026284694671631
68,MusicalWork,2,"[{'object': 'Year_of_No_Light', 'property': 'artist', 'subject': 'Nord_(Year_of_No_Light_album)'}, {'object': 'Monarch_(band)', 'property': 'associatedBand/associatedMusicalArtist', 'subject': 'Year_of_No_Light'}]","['Year of No Light is a band whose members include a former guitarist for Monarch has created an album called Nord.', 'Nord is an album by Year of No Light, which is associated with the band Monarch.']","The given triples are:

1. {
""object"": ""Year\_of\_No\_Light"",
""property"": ""artist"",
""subject"": ""Nord_(Year\_of\_No\_Light\_album)""
}
2. {
""object"": ""Monarch\_(band)"",
""property"": ""associatedBand/associatedMusicalArtist"",
""subject"": ""Year\_of\_No\_Light""
}

The first triple is about the Year\_of\_No\_Light album and the artist is Nord. The second triple is about the band",0.022986660388412333,0.20000000000000004,5.72737717628479
69,Astronaut,3,"[{'object': 'Zaoyang', 'property': 'birthPlace', 'subject': 'Nie_Haisheng'}, {'object': 'Shenzhou_6', 'property': 'mission', 'subject': 'Nie_Haisheng'}, {'object': 'Hubei', 'property': 'isPartOf', 'subject': 'Zaoyang'}]","['Born in Zaoyang city, Hubei, Nie Haisheng participated in the Shenzhou 6 mission.', 'Shenzhou 6 crew member Nie Haisheng was born in Zaoyang in Hubei province.', 'Born in Zaoyang, Hubei, Nie Haisheng participated in Shenzhou 6.']","Zaoyang is the birth place of Nie Haisheng, who was also the commander of the Shenzhou 6 mission. Hubei is a province in which Zaoyang is located and is part of.",0.0919578260132217,0.42884721456150027,2.275141716003418
70,Athlete,3,"[{'object': '185.0 (centimetres)', 'property': 'height', 'subject': 'Aleksandr_Prudnikov'}, {'object': 'FC_Spartak_Moscow', 'property': 'youthclub', 'subject': 'Aleksandr_Prudnikov'}, {'object': 'Otkrytiye_Arena', 'property': 'ground', 'subject': 'FC_Spartak_Moscow'}]","[""Aleksandr Prudnikov, 185cm tall played for FC Spartak Moscow's youth team. FC Spartak Moscow is based in the Otkrytiye Arena."", 'Aleksandr Prudnikov who is 185 cm tall is a member of the youth side of FC Spartak Moscow. The home ground of FC Spartak Moscow is Otkrytiye Arena.', 'Aleksandr Prudnikov is 185.0 cm tall and played for the FC Spartak Moscow at the Otkrytiye Arena.']",Aleksandr Prudnikov is 185 centimetres tall. He is a youth member of FC Spartak Moscow. The ground of FC Spartak Moscow is Otkrytiye Arena.,0.5510792593319885,0.746779388083736,2.068734884262085
71,MeanOfTransportation,3,"[{'object': 'Michigan', 'property': 'assembly', 'subject': 'Pontiac_Rageous'}, {'object': 'Detroit', 'property': 'assembly', 'subject': 'Pontiac_Rageous'}, {'object': '1997', 'property': 'productionEndYear', 'subject': 'Pontiac_Rageous'}]","['The Pontiac Rageous assembled in Michigan with assembly line in Detroit was last produced in 1997.', 'Ending its production in 1997, the Pontiac Rageous was assembled in Detroit, Michigan.', 'Ending in 1997, the Pontiac Rageous was assembled in Detroit, Michigan.']",The state of Michigan produced the Pontiac Rageous in assembly from 1997.,0.16590387014219715,0.40464743589743596,1.1211371421813965
72,MeanOfTransportation,1,"[{'object': '370.03', 'property': 'areaTotal', 'subject': 'Detroit'}]","['The total area of the city of Detroit is 370.03 square kilometers.', 'Detroit has a total area of 370.03 square kilometers.']",The area total for Detroit is 370.03 square miles.,0.34329452398451965,0.5424733996162567,0.942171573638916
73,Film,4,"[{'object': '89.0', 'property': 'runtime', 'subject': 'English_Without_Tears'}, {'object': 'Nicholas_Brodszky', 'property': 'musicComposer', 'subject': 'English_Without_Tears'}, {'object': '1944-07-28', 'property': 'releaseDate', 'subject': 'English_Without_Tears'}, {'object': 'Harold_French', 'property': 'director', 'subject': 'English_Without_Tears'}]","['English Without Tears, a film directed by Harold French and composed by Nicholas Brodszky, was released on 07-28-1944. The film length is 89 minutes.', 'The 89 minute movie ´English Without Tears´ was directed by Harold French, and released on 7-28-1944. The songs used throughout the movie were composed by Nicholas Brodszky.', 'English Without Tears is a movie directed by Harold French and musically composed by Nicholas Brodszky. It runs for 89 minutes and was released on July 7th, 1944.']","The triples represent information about a person named Nicholas Brodszky, who was a music composer, and the movie ""English Without Tears"" which was released on July 28, 1944, directed by Harold French.",0.1382196876635023,0.38180443548387094,2.368383884429932
74,Company,1,"[{'object': 'GMA_Network_Center', 'property': 'location', 'subject': 'GMA_New_Media'}]","['GMA New Media is located in the GMA Network Center.', 'GMA New Media headquarters are located in the GMA Network Center.', 'GMA New Media is located inside GMA Network Center.']","The input triples are:

[{'object': 'GMA_Network_Center', 'property': 'location', 'subject': 'GMA_New_Media'}]

The generated text would be:

GMA_Network\_Center is located in GMA\_New\_Media.",0.0712695567709093,0.34090909090909094,3.0085952281951904
75,Scientist,1,"[{'object': 'Economics', 'property': 'professionalField', 'subject': 'Olga_Bondareva'}]","[""Olga Bondareva's professional field is Economics."", 'Olga Bondareva is an economist.', 'Olga Bondareva currently works in the field of Economics.']",Olga Bondareva is a professional in the field of Economics.,0.5410822690539396,0.7602601480152501,0.9124302864074708
76,Film,1,"[{'object': 'Nicholas_Brodszky', 'property': 'musicComposer', 'subject': 'English_Without_Tears'}]","['The music of the film English Without Tears is composed by Nicholas Brodszky.', 'Nicholas Brodszky composed music of the movie English Without Tears.', 'Nicholas Brodszky was a composer of the songs that were used in English Without Tears.']",Nicholas Brodszky is a music composer who composed the music for the English Without Tears album.,0.13941205489611017,0.5764411027568923,1.1718833446502686
77,ComicsCharacter,5,"[{'object': 'Broadcasting_House', 'property': 'city', 'subject': 'BBC'}, {'object': 'Bill_Oddie', 'property': 'starring', 'subject': 'Bananaman'}, {'object': 'Steve_Bright', 'property': 'creator', 'subject': 'Bananaman'}, {'object': '""1986-04-15""', 'property': 'lastAired', 'subject': 'Bananaman'}, {'object': 'BBC', 'property': 'broadcastedBy', 'subject': 'Bananaman'}]","[""The BBC (located in Broadcasting House in London) last aired creator Steve Bright's Bananaman, starring Bill Oddie, on April 15th, 1986."", 'The BBC (Broadcasting House) is based in London. The show Bananaman that starred Bill Oddie was broadcasted by BBC and last aired on April 15th, 1986. The creator of Bananaman was Steve Bright.', ""Broadcasting House is also known as the Headquarters of the BBC. One of the BBC television shows, Bananaman was created by Steve Bright and starred Bill Oddie. Bananaman's last episode was broadcast on April 15, 1986.""]","The triples represent information about the ""Bananaman"" TV show. The show was created by Steve Bright and starred Bill Oddie. It was last aired on April 15th, 1986, and was broadcasted by the BBC. The show's title, ""Broadcasting House"", is located in the city.",0.32557828479593215,0.4679490824607437,3.4827651977539062
78,MeanOfTransportation,2,"[{'object': '""May 1950 - August 1956""', 'property': 'buildDate', 'subject': 'ALCO_RS-3'}, {'object': 'Montreal_Locomotive_Works', 'property': 'builder', 'subject': 'ALCO_RS-3'}]","['Montreal Locomotive Works built the ALCO RS-3 between May 1950 and August 1956.', 'The ALCO RS-3, built by Montreal Locomotive Works, was produced between May 1950 and August 1956.', 'The ALCO RS-3 was built by the Montreal Locomotive Works and was produced between May 1950 and August 1956.']",The ALCO RS-3 locomotive was built by Montreal Locomotive Works between May 1950 and August 1956.,0.6206161803077822,0.9632068336521776,1.6326935291290283
79,SportsTeam,3,"[{'object': 'Campeonato_Brasileiro_Série_C', 'property': 'league', 'subject': 'Agremiação_Sportiva_Arapiraquense'}, {'object': 'Vila_Nova_Futebol_Clube', 'property': 'champions', 'subject': 'Campeonato_Brasileiro_Série_C'}, {'object': '17000', 'property': 'numberOfMembers', 'subject': 'Agremiação_Sportiva_Arapiraquense'}]","['Agremiacao Sportiva Arapiraquense has 17000 members and play in the Campeonato Brasileiro Serie C league. The champions of the league have been Vila Nova Futebol Clube.', 'Agremiação Sportiva Arapiraquense has 17000 members and play in the Campeonato Brasileiro Série C league, which Vila Nova Futebol Clube are the champions of.', 'Agremiacao Sportiva Arapiraquense has 17000 members and plays in the Campeonato Brasileiro Serie C league of which the Vila Nova Futebol Clube were champions.']","Agremiação Sportiva Arapiraquense é uma equipe de futebol com mais de 17.000 membros. Eles foram campeões da Série C do Campeonato Brasileiro em 2022, vencendo o Vila Nova Futebol Clube na final.",0.1279072800570377,0.4328845641162356,3.019938707351685
80,Film,1,"[{'object': 'Cecil_Parker', 'property': 'starring', 'subject': ""It's_Great_to_Be_Young_(1956_film)""}]","[""Cecil Parker had a main role in It's Great to Be Young."", ""Cecil Parker starred in the 1956 movie It's Great to Be Young."", ""It's Great to be Young is a 1956 film starring Cecil Parker.""]","Cecil Parker starred in the 1956 film ""It's Great to Be Young"".",0.5637560315259289,0.7458847736625513,1.2067713737487793
81,Film,1,"[{'object': 'Ray_Griggs_(director)', 'property': 'director', 'subject': 'Super_Capers'}]","['The movie ""Super Capers"" was directed by Ray Griggs.', 'Super Capers is directed by Ray Griggs.', 'Ray Griggs is the director of Super Capers.']",Ray Griggs directed Super Capers.,0.21414818552625786,0.48701298701298706,0.6410503387451172
82,MusicalWork,7,"[{'object': '2006-09-06', 'property': 'releaseDate', 'subject': 'Nord_(Year_of_No_Light_album)'}, {'object': 'Live_at_Roadburn_2008_(Year_of_No_Light_album)', 'property': 'followedBy', 'subject': 'Nord_(Year_of_No_Light_album)'}, {'object': 'Sludge_metal', 'property': 'genre', 'subject': 'Nord_(Year_of_No_Light_album)'}, {'object': 'Year_of_No_Light', 'property': 'producer', 'subject': 'Nord_(Year_of_No_Light_album)'}, {'object': 'Year_of_No_Light', 'property': 'artist', 'subject': 'Nord_(Year_of_No_Light_album)'}, {'object': 'Post-metal', 'property': 'genre', 'subject': 'Nord_(Year_of_No_Light_album)'}, {'object': 'Crucial_Blast', 'property': 'recordLabel', 'subject': 'Nord_(Year_of_No_Light_album)'}]","['The sludge metal and post metal album Nord was produced and created by the artist Year of No Light and was released by the record label Crucial blast on 06-09-2006. It was followed by the album Live at Roadburn 2008.', 'The Year of No Light self produced album Nord, a sludge and post-metal genre was released on September 6, 2006. Its record label is Crucial Blast and was followed by Live at Roadburn 2008.', 'The self-produced Year of No Light post metal and sludge metal album Nord was released on 2006-09-06 and was followed by the album Live at Roadburn 2008. Nord was released on the Crucial Blast record label.']","Nord_(Year\_of\_No\_Light\_album) was released on September 6, 2006, and was followed by Live\_at\_Roadburn\_2008\_(Year\_of\_No\_Light\_album). It is a sludge metal album produced by Year\_of\_No\_Light and features the artist Nord. The album is also a post-metal genre release, and was released under the record label Crucial Blast.",0.2786478174999931,0.5010805921319893,4.5894200801849365
83,MusicalWork,4,"[{'object': 'Imagine_(John_Lennon_song)', 'property': 'followedBy', 'subject': 'Mermaid_(Train_song)'}, {'object': 'FIMI', 'property': 'certification', 'subject': 'Imagine_(John_Lennon_song)'}, {'object': 'Espionage_(production_team)', 'property': 'producer', 'subject': 'Mermaid_(Train_song)'}, {'object': 'John_Lennon', 'property': 'musicalArtist', 'subject': 'Imagine_(John_Lennon_song)'}]","['Train followed Mermaid with Imagine is a song by musical artist John Lennon, which has a FIMI certification. It was produced by the production team Espionage.', ""Train released Mermaid, produced by the Espionage team, shortly before covering John Lennon's Imagine. Imagine by John Lennon earned the FIMI certification."", 'The Train song Mermaid, produced by the Espionage production team, was followed by the band’s cover of the John Lennon song Imagine. Musician John Lennon wrote and also originally performed the song Imagine which is certified by FIMI.']","The triples represent the following information:

* The song ""Imagine"" by John Lennon is followed by ""Mermaid (Train Song)"".
* The Italian Federation of Music Industry (FIMI) certified ""Imagine (John Lennon song)"" with a gold record.
* The production team for ""Mermaid (Train Song)"" is called Espionage.
* John Lennon is a musical artist who recorded ""Imagine (John Lennon song)"".",0.05006051428934657,0.3795918367346939,4.915518522262573
84,Airport,4,"[{'object': 'ENAIRE', 'property': 'operatingOrganisation', 'subject': 'Adolfo_Suárez_Madrid–Barajas_Airport'}, {'object': '3500.0', 'property': 'runwayLength', 'subject': 'Adolfo_Suárez_Madrid–Barajas_Airport'}, {'object': '610.0', 'property': 'elevationAboveTheSeaLevel', 'subject': 'Adolfo_Suárez_Madrid–Barajas_Airport'}, {'object': '""14L/32R""', 'property': 'runwayName', 'subject': 'Adolfo_Suárez_Madrid–Barajas_Airport'}]","['The Adolfo Suárez Madrid–Barajas Airport is located 610 metres above sea level. This airport is operated by ENAIRE and has a runway named 14L/32R, which has a length of 3500.', 'Adolfo Suárez Madrid–Barajas Airport, operated by ENAIRE organisation, is elevated 610 metres above sea level and has the runway length of 3500.0. The Adolfo Suárez Madrid–Barajas Airport runway name is 14L/32R.']","Adolfo Suárez Madrid–Barajas Airport has a runway length of 3,500.0 meters and an elevation of 610.0 meters above sea level. Its runway name is ""14L/32R"".",0.1988298758610842,0.4559941520467837,2.688992500305176
85,MusicalWork,1,"[{'object': 'Easy_listening', 'property': 'genre', 'subject': 'Expect_a_Miracle'}]","[""Expect a Miracle's genre is easy listening."", 'Expect a Miracle is an easy listening album.', 'Expect a Miracle is of the easy listening genre.']",Easy listening genre is expected to be miraculous.,0.12223075560872526,0.4445422535211268,0.8233115673065186
86,Artist,2,"[{'object': 'Israel', 'property': 'nationality', 'subject': 'Liselotte_Grschebina'}, {'object': 'Arab_citizens_of_Israel', 'property': 'ethnicGroup', 'subject': 'Israel'}]","[""Liselotte Grschebina's nationality is Israeli where one of the ethnic groups is Arab."", 'Liselotte Grschebina has the nationality of Israel where one of the ethnicities is Arab people.', 'Israel has different ethnic groups like Arabs, and Israeli nationals such as Liselotte Grschebina.']","Israel is a country with a diverse population, including Arab citizens who make up approximately 20% of the population. The nationality of an individual in Israel is determined by their ethnic background, with Jewish citizens having the right to Israeli citizenship and Arab citizens having the right to Israeli residency.",0.027142760758873147,0.24324324324324326,3.000906229019165
87,MusicalWork,1,"[{'object': '1969:_The_Velvet_Underground_Live', 'property': 'followedBy', 'subject': 'Squeeze_(The_Velvet_Underground_album)'}]","['Squeeze was followed by the album 1969: The Velvet Underground Live.', 'The Velvet Underground album Squeeze was followed by the live album 1969: The Velvet Underground Live.', 'The Velvet Underground album Squeeze is followed by the album 1969: The Velvet Underground Live.']","The Velvet Underground, the influential rock band, released their debut album, The Velvet Underground & Nico, in 1967. The band's second album, Squeeze, was released in 1969 and was followed by a live album, The Velvet Underground Live, in the same year.",0.07791469272803009,0.5151959477472674,3.3815481662750244
88,Building,2,"[{'object': '2009-06-01', 'property': 'completionDate', 'subject': 'Alan_B._Miller_Hall'}, {'object': 'College_of_William_&_Mary', 'property': 'owner', 'subject': 'Alan_B._Miller_Hall'}]","['Alan B. Miller Hall which is owned by the College of William and Mary was completed on 1st June 2009.', 'Completed on June 1st, 2009, Alan B. Miller Hall is owned by the College of William and Mary.', 'The Alan B. Miller Hall, which is owned by The College of William and Mary, was completed on 1st June 2009.']","The completion date for Alan B. Miller Hall at the College of William & Mary is June 1, 2009.",0.2861853478258715,0.6022717135975737,1.4130017757415771
89,MusicalWork,5,"[{'object': 'The_Velvet_Underground', 'property': 'artist', 'subject': 'Bootleg_Series_Volume_1:_The_Quine_Tapes'}, {'object': 'The_Velvet_Underground', 'property': 'producer', 'subject': 'Bootleg_Series_Volume_1:_The_Quine_Tapes'}, {'object': '230.05', 'property': 'runtime', 'subject': 'Bootleg_Series_Volume_1:_The_Quine_Tapes'}, {'object': 'United_States', 'property': 'recordedIn', 'subject': 'Bootleg_Series_Volume_1:_The_Quine_Tapes'}, {'object': 'Rock_music', 'property': 'genre', 'subject': 'Bootleg_Series_Volume_1:_The_Quine_Tapes'}]","['The Bootleg Series Volume I: The Quine Tapes, a rock music genre,with runtime of 230:05 was produced and released by Velvet Underground. It was recorded in the United States.', 'The Bootleg Series Volume I: The Quine Tapes, produced and created by The Velvet Underground with run time of 230.05 minutes was recorded in the United States. It belongs to rock genre.', 'The album Bootleg Series Volume 1: The Quine Tapes by The Velvet Underground in the Rock music genre, was produced by The Velvet Underground and recorded in the United States. It lasts 230.05 minutes.']",The Velvet Underground was the artist and producer of Bootleg Series Volume 1: The Quine Tapes. The album had a runtime of 230.05 minutes and was recorded in the United States. It was also part of the rock music genre.,0.3729349633988638,0.6089479768786128,2.6540865898132324
90,Food,5,"[{'object': 'Mexican_peso', 'property': 'currency', 'subject': 'Mexico'}, {'object': 'Mexicans', 'property': 'demonym', 'subject': 'Mexico'}, {'object': 'Dessert', 'property': 'course', 'subject': 'Bionico'}, {'object': 'Honey', 'property': 'dishVariation', 'subject': 'Bionico'}, {'object': 'Mexico', 'property': 'country', 'subject': 'Bionico'}]","['Bionico (served at the dessert course) is a food found in Mexico. The currency in Mexico is the Mexican peso inhabited by the Mexicans. Honey can be added to bionico.', 'Bionico is a dessert food that can be made with honey and is found in Mexico. Mexico is inhabited by Mexicans and their currency is the peso.', 'Bionico (served at the dessert course) is a food found in Mexico. Honey can be used as a variation in the dish Bionico, the currency in Mexico is the peso inhabited by Mexicans.']","The triples are:

* Mexican peso is the currency of Mexico.
* Mexicans are the demonym of Mexico.
* Bionico is a course of dessert.
* Honey is a dish variation of Bionico.
* Mexico is a country.",0.07531469947167949,0.349521921641791,2.8755910396575928
91,Athlete,1,"[{'object': 'Central_European_Summer_Time', 'property': 'timeZone', 'subject': 'Gdynia,_Poland'}]","['Gdynia, Poland follows the Central European Summer Time timezone.', 'Gdynia, Poland is in the Central European Summer Time zone.', 'The time zone for Gdynia, Poland is Central European summer time.']","Central European Summer Time is the time zone used in Gdynia, Poland during the summer months.",0.22894156860669912,0.6666666666666669,1.1636896133422852
92,Film,3,"[{'object': 'Roadside_Attractions', 'property': 'distributor', 'subject': 'Super_Capers'}, {'object': 'Public_company', 'property': 'type', 'subject': 'Lionsgate'}, {'object': 'Lionsgate', 'property': 'distributor', 'subject': 'Super_Capers'}]","['Super Capers was distributed by the public company Lionsgate. It was also distributed by Roadside Attractions.', 'Roadside Attractions distributed Super Capers which was also distributed by the public company Lionsgate.', 'The movie Super Capers is distributed by Roadside Attractions and Lionsgate, a public company.']","The triples represent the following information:

* Roadside\_Attractions is a distributor for Super\_Capers.
* Lionsgate is a distributor for Super\_Capers.
* Lionsgate is a public company.

The generated text would be:

* Roadside\_Attractions is a distributor for Super\_Capers.
* Lionsgate is a distributor for Super\_Capers.
* Lionsgate is a public company.",0.03162593967015063,0.2519774011299435,4.720194816589356
93,Scientist,1,"[{'object': 'Turkish_people', 'property': 'nationality', 'subject': 'Nurhan_Atasoy'}]","['In terms of nationality, Nurhan Atasoy is a Turkish person.', 'Nurhan Atasoy is of Turkish nationality.', ""Nurhan Atasoy's nationality is that of Turkish people.""]",Nurhan Atasoy is a Turkish national.,0.7598356856515925,0.625,0.695791482925415
94,Monument,4,"[{'object': '2000', 'property': 'established', 'subject': '11th_Mississippi_Infantry_Monument'}, {'object': 'Adams_County,_Pennsylvania', 'property': 'location', 'subject': '11th_Mississippi_Infantry_Monument'}, {'object': 'Frederick_County,_Maryland', 'property': 'hasToItsSouthwest', 'subject': 'Adams_County,_Pennsylvania'}, {'object': 'Contributing_property', 'property': 'category', 'subject': '11th_Mississippi_Infantry_Monument'}]","['The 11th Mississippi Infantry Monument was established in 2000 and is categorized as a Contributing Property. The monument is situated in Adams County, Pennsylvania which has Frederick County, Maryland to its southwest.', 'The 11th Mississippi Infantry Monument, which was built in the year 2000, falls under the category of contributing property. The monument is located in Adams County, Pennsylvania which has Frederick County, Maryland to the southwest.', 'A monument to the 11th Mississippi Infantry was erected in Adams County, Pennsylvania in the year 2000. Frederick County, Maryland is southwest of Adams County Pennsylvania. The 11th Mississippi Infantry Monument is in the category of a contributing property.']","The 11th Mississippi Infantry Monument in Adams County, Pennsylvania is located in Frederick County, Maryland and is a contributing property in the category of monuments.",0.34542970612635543,0.548131300169037,1.6154639720916748
