category,modifiedtripleset,originaltripleset,lexicalisations,triplesetsize,id,prediction_gpt-3.5-turbo-0613,execution_time_gpt-3.5-turbo-0613
MusicalWork,"[{'object': 'Pop_rock', 'property': 'genre', 'subject': 'Mermaid_(Train_song)'}, {'object': 'Train_(band)', 'property': 'musicalBand', 'subject': 'Mermaid_(Train_song)'}, {'object': 'Columbia_Records', 'property': 'recordLabel', 'subject': 'Mermaid_(Train_song)'}, {'object': '3.16', 'property': 'runtime', 'subject': 'Mermaid_(Train_song)'}, {'object': '2012-12-27', 'property': 'releaseDate', 'subject': 'Mermaid_(Train_song)'}]","[[{'object': 'Pop_rock', 'property': 'genre', 'subject': 'Mermaid_(Train_song)'}, {'object': 'Train_(band)', 'property': 'musicalBand', 'subject': 'Mermaid_(Train_song)'}, {'object': 'Columbia_Records', 'property': 'recordLabel', 'subject': 'Mermaid_(Train_song)'}, {'object': '3.2666666666666666', 'property': 'runtime', 'subject': 'Mermaid_(Train_song)'}, {'object': '2012-12-27', 'property': 'releaseDate', 'subject': 'Mermaid_(Train_song)'}]]",[],5,399,"""Mermaid (Train song)"" is a pop rock song. It is performed by the band Train. The song is released under the record label Columbia Records. It has a runtime of 3.16 minutes and was released on December 27, 2012.",2.1398253440856934
Artist,"[{'object': 'Karlsruhe', 'property': 'birthPlace', 'subject': 'Liselotte_Grschebina'}, {'object': '1908-05-02', 'property': 'birthDate', 'subject': 'Liselotte_Grschebina'}, {'object': 'Israel', 'property': 'deathPlace', 'subject': 'Liselotte_Grschebina'}]","[[{'object': 'Karlsruhe', 'property': 'birthPlace', 'subject': 'Liselotte_Grschebina'}, {'object': '1908-05-02', 'property': 'birthDate', 'subject': 'Liselotte_Grschebina'}, {'object': 'Israel', 'property': 'deathPlace', 'subject': 'Liselotte_Grschebina'}]]",[],3,400,"Liselotte Grschebina was born in Karlsruhe on May 2, 1908. She passed away in Israel.",1.1159541606903076
MusicalWork,"[{'object': 'Polydor_Records', 'property': 'recordLabel', 'subject': 'Bootleg_Series_Volume_1:_The_Quine_Tapes'}, {'object': 'Santa_Monica,_California', 'property': 'location', 'subject': 'Universal_Music_Group'}, {'object': 'London', 'property': 'location', 'subject': 'Polydor_Records'}, {'object': 'Universal_Music_Group', 'property': 'recordLabel', 'subject': 'Bootleg_Series_Volume_1:_The_Quine_Tapes'}]","[[{'object': 'Polydor_Records', 'property': 'recordLabel', 'subject': 'Bootleg_Series_Volume_1:_The_Quine_Tapes'}, {'object': 'Santa_Monica,_California', 'property': 'location', 'subject': 'Universal_Music_Group'}, {'object': 'London', 'property': 'location', 'subject': 'Polydor_Records'}, {'object': 'Universal_Music_Group', 'property': 'recordLabel', 'subject': 'Bootleg_Series_Volume_1:_The_Quine_Tapes'}]]",[],4,401,"The album ""Bootleg Series Volume 1: The Quine Tapes"" is released under the record label Polydor Records. Polydor Records is located in London. The Universal Music Group, located in Santa Monica, California, is also a record label for the album.",2.252472162246704
University,"[{'object': '""In Soldevanahalli, Acharya Dr. Sarvapalli Radhakrishnan Road, Hessarghatta Main Road, Bangalore – 560090.""', 'property': 'campus', 'subject': 'Acharya_Institute_of_Technology'}, {'object': 'Mumbai', 'property': 'location', 'subject': 'All_India_Council_for_Technical_Education'}, {'object': 'Visvesvaraya_Technological_University', 'property': 'affiliation', 'subject': 'Acharya_Institute_of_Technology'}, {'object': '2000', 'property': 'established', 'subject': 'Acharya_Institute_of_Technology'}, {'object': 'All_India_Council_for_Technical_Education', 'property': 'wasGivenTheTechnicalCampusStatusBy', 'subject': 'Acharya_Institute_of_Technology'}]","[[{'object': '""Urban, ,\\nIn Soldevanahalli, Acharya Dr. Sarvapalli Radhakrishnan Road, Hessarghatta Main Road, Bangalore – 560090.""@en', 'property': 'campus', 'subject': 'Acharya_Institute_of_Technology'}, {'object': 'Mumbai', 'property': 'location', 'subject': 'All_India_Council_for_Technical_Education'}, {'object': 'Visvesvaraya_Technological_University', 'property': 'affiliation', 'subject': 'Acharya_Institute_of_Technology'}, {'object': '2000', 'property': 'established', 'subject': 'Acharya_Institute_of_Technology'}, {'object': 'All_India_Council_for_Technical_Education', 'property': 'free', 'subject': 'Acharya_Institute_of_Technology'}], [{'object': '""Urban, ,\\nIn Soldevanahalli, Acharya Dr. Sarvapalli Radhakrishnan Road, Hessarghatta Main Road, Bangalore – 560090.""@en', 'property': 'campus', 'subject': 'Acharya_Institute_of_Technology'}, {'object': 'Mumbai', 'property': 'location', 'subject': 'All_India_Council_for_Technical_Education'}, {'object': 'Visvesvaraya_Technological_University', 'property': 'affiliations', 'subject': 'Acharya_Institute_of_Technology'}, {'object': '2000', 'property': 'established', 'subject': 'Acharya_Institute_of_Technology'}, {'object': 'All_India_Council_for_Technical_Education', 'property': 'free', 'subject': 'Acharya_Institute_of_Technology'}]]",[],5,402,"Acharya Institute of Technology is located in Soldevanahalli, Acharya Dr. Sarvapalli Radhakrishnan Road, Hessarghatta Main Road, Bangalore – 560090. It was established in 2000 and is affiliated with Visvesvaraya Technological University. The All India Council for Technical Education has given it the technical campus status.",2.345242738723755
Scientist,"[{'object': 'Bondareva–Shapley_theorem', 'property': 'knownFor', 'subject': 'Olga_Bondareva'}, {'object': 'Leningrad_State_University', 'property': 'almaMater', 'subject': 'Olga_Bondareva'}]","[[{'object': 'Bondareva–Shapley_theorem', 'property': 'knownFor', 'subject': 'Olga_Bondareva'}, {'object': 'Leningrad_State_University', 'property': 'almaMater', 'subject': 'Olga_Bondareva'}]]",[],2,403,Olga Bondareva is known for the Bondareva-Shapley theorem. She attended Leningrad State University.,1.0181927680969238
City,"[{'object': '1604.0', 'property': 'populationDensity', 'subject': 'Ciudad_Ayala'}, {'object': 'Mexico', 'property': 'country', 'subject': 'Ciudad_Ayala'}]","[[{'object': '1603.87', 'property': 'populationDensity', 'subject': 'Ciudad_Ayala'}, {'object': 'Mexico', 'property': 'country', 'subject': 'Ciudad_Ayala'}]]",[],2,404,Ciudad Ayala has a population density of 1604.0. It is located in Mexico.,1.024019718170166
Monument,"[{'object': 'Adams_County,_Pennsylvania', 'property': 'location', 'subject': '11th_Mississippi_Infantry_Monument'}, {'object': 'Gettysburg,_Pennsylvania', 'property': 'municipality', 'subject': '11th_Mississippi_Infantry_Monument'}, {'object': 'Carroll_County,_Maryland', 'property': 'hasToItsSoutheast', 'subject': 'Adams_County,_Pennsylvania'}, {'object': 'Contributing_property', 'property': 'category', 'subject': '11th_Mississippi_Infantry_Monument'}]","[[{'object': 'Adams_County,_Pennsylvania', 'property': 'region', 'subject': '11th_Mississippi_Infantry_Monument'}, {'object': 'Gettysburg,_Pennsylvania', 'property': 'municipality', 'subject': '11th_Mississippi_Infantry_Monument'}, {'object': 'Carroll_County,_Maryland', 'property': 'southeast', 'subject': 'Adams_County,_Pennsylvania'}, {'object': 'Contributing_property', 'property': 'category', 'subject': '11th_Mississippi_Infantry_Monument'}]]",[],4,405,"The 11th Mississippi Infantry Monument is located in Adams County, Pennsylvania. It is situated in Gettysburg, Pennsylvania. Adams County, Pennsylvania is to the southeast of Carroll County, Maryland. The 11th Mississippi Infantry Monument is categorized as a Contributing Property.",2.082578182220459
University,"[{'object': '""In Soldevanahalli, Acharya Dr. Sarvapalli Radhakrishnan Road, Hessarghatta Main Road, Bangalore – 560090.""', 'property': 'campus', 'subject': 'Acharya_Institute_of_Technology'}, {'object': 'Mumbai', 'property': 'location', 'subject': 'All_India_Council_for_Technical_Education'}, {'object': '""Dr. G. P. Prabhukumar""', 'property': 'director', 'subject': 'Acharya_Institute_of_Technology'}, {'object': 'Kempe_Gowda_I', 'property': 'founder', 'subject': 'Bangalore'}, {'object': 'Bangalore', 'property': 'city', 'subject': 'Acharya_Institute_of_Technology'}, {'object': '2000', 'property': 'established', 'subject': 'Acharya_Institute_of_Technology'}, {'object': 'All_India_Council_for_Technical_Education', 'property': 'wasGivenTheTechnicalCampusStatusBy', 'subject': 'Acharya_Institute_of_Technology'}]","[[{'object': '""Urban, ,\\nIn Soldevanahalli, Acharya Dr. Sarvapalli Radhakrishnan Road, Hessarghatta Main Road, Bangalore – 560090.""@en', 'property': 'campus', 'subject': 'Acharya_Institute_of_Technology'}, {'object': 'Mumbai', 'property': 'location', 'subject': 'All_India_Council_for_Technical_Education'}, {'object': '""Dr. G. P. Prabhukumar""@en', 'property': 'director', 'subject': 'Acharya_Institute_of_Technology'}, {'object': 'Kempe_Gowda_I', 'property': 'founder', 'subject': 'Bangalore'}, {'object': 'Bangalore', 'property': 'city', 'subject': 'Acharya_Institute_of_Technology'}, {'object': '2000', 'property': 'established', 'subject': 'Acharya_Institute_of_Technology'}, {'object': 'All_India_Council_for_Technical_Education', 'property': 'free', 'subject': 'Acharya_Institute_of_Technology'}]]",[],7,406,"Acharya Institute of Technology is located in Soldevanahalli, Acharya Dr. Sarvapalli Radhakrishnan Road, Hessarghatta Main Road, Bangalore – 560090. The director of the institute is Dr. G. P. Prabhukumar. It was founded by Kempe Gowda I in Bangalore in the year 2000. The institute was given the technical campus status by the All India Council for Technical Education.",3.228708505630493
Film,"[{'object': 'Gilbert_Taylor', 'property': 'cinematography', 'subject': ""It's_Great_to_Be_Young_(1956_film)""}]","[[{'object': 'Gilbert_Taylor', 'property': 'cinematography', 'subject': ""It's_Great_to_Be_Young_(1956_film)""}]]",[],1,407,"""It's Great to Be Young (1956 film)"" features Gilbert Taylor as the cinematographer.",0.9205877780914307
Airport,"[{'object': 'MotorSport_Vision', 'property': 'operatingOrganisation', 'subject': 'Bedford_Aerodrome'}, {'object': 'Thurleigh', 'property': 'location', 'subject': 'Bedford_Aerodrome'}, {'object': 'EGBF', 'property': 'icaoLocationIdentifier', 'subject': 'Bedford_Aerodrome'}, {'object': '83.2104', 'property': 'elevationAboveTheSeaLevel', 'subject': 'Bedford_Aerodrome'}]","[[{'object': 'MotorSport_Vision', 'property': 'operator', 'subject': 'Bedford_Aerodrome'}, {'object': 'Thurleigh', 'property': 'location', 'subject': 'Bedford_Aerodrome'}, {'object': 'EGBF', 'property': 'icaoLocationIdentifier', 'subject': 'Bedford_Aerodrome'}, {'object': '83.2104', 'property': 'elevation', 'subject': 'Bedford_Aerodrome'}]]",[],4,408,Bedford Aerodrome is operated by MotorSport Vision. It is located in Thurleigh. The ICAO location identifier for Bedford Aerodrome is EGBF. The elevation above sea level for Bedford Aerodrome is 83.2104.,1.733158826828003
Film,"[{'object': 'Sarah_Teale', 'property': 'producer', 'subject': 'Death_on_a_Factory_Farm'}, {'object': '83.0', 'property': 'runtime', 'subject': 'Death_on_a_Factory_Farm'}]","[[{'object': 'Sarah_Teale', 'property': 'producer', 'subject': 'Death_on_a_Factory_Farm'}, {'object': '83.0', 'property': 'runtime', 'subject': 'Death_on_a_Factory_Farm'}]]",[],2,409,"Sarah Teale is the producer of the documentary film ""Death on a Factory Farm"". The film has a runtime of 83.0 minutes.",1.2343785762786865
Film,"[{'object': 'Tom_Simon', 'property': 'director', 'subject': 'Death_on_a_Factory_Farm'}, {'object': 'HBO', 'property': 'broadcastedBy', 'subject': 'Death_on_a_Factory_Farm'}]","[[{'object': 'Tom_Simon', 'property': 'director', 'subject': 'Death_on_a_Factory_Farm'}, {'object': 'HBO', 'property': 'network', 'subject': 'Death_on_a_Factory_Farm'}]]",[],2,410,"""Tom Simon is the director of Death on a Factory Farm. HBO broadcasts Death on a Factory Farm.""",1.2266883850097656
WrittenWork,"[{'object': 'George_Allen_&_Unwin', 'property': 'publisher', 'subject': 'The_Fellowship_of_the_Ring'}, {'object': 'Fantasy_(genre)', 'property': 'literaryGenre', 'subject': 'The_Fellowship_of_the_Ring'}, {'object': 'The_Two_Towers', 'property': 'followedBy', 'subject': 'The_Fellowship_of_the_Ring'}, {'object': 'The_Hobbit', 'property': 'precededBy', 'subject': 'The_Fellowship_of_the_Ring'}]","[[{'object': 'George_Allen_&_Unwin', 'property': 'publisher', 'subject': 'The_Fellowship_of_the_Ring'}, {'object': 'Fantasy_(genre)', 'property': 'literaryGenre', 'subject': 'The_Fellowship_of_the_Ring'}, {'object': 'The_Two_Towers', 'property': 'subsequentWork', 'subject': 'The_Fellowship_of_the_Ring'}, {'object': 'The_Hobbit', 'property': 'previousWork', 'subject': 'The_Fellowship_of_the_Ring'}]]",[],4,411,"""The Fellowship of the Ring"" is published by George Allen & Unwin. It belongs to the literary genre of fantasy. It is followed by ""The Two Towers"" and preceded by ""The Hobbit"".",1.438891887664795
Astronaut,"[{'object': 'Zaoyang', 'property': 'birthPlace', 'subject': 'Nie_Haisheng'}, {'object': 'Hubei', 'property': 'birthPlace', 'subject': 'Nie_Haisheng'}, {'object': 'Shenzhou_10', 'property': 'mission', 'subject': 'Nie_Haisheng'}, {'object': 'Shenzhou_6', 'property': 'mission', 'subject': 'Nie_Haisheng'}, {'object': ""People's_Republic_of_China"", 'property': 'nationality', 'subject': 'Nie_Haisheng'}, {'object': '1964-10-13', 'property': 'birthDate', 'subject': 'Nie_Haisheng'}]","[[{'object': 'Zaoyang', 'property': 'birthPlace', 'subject': 'Nie_Haisheng'}, {'object': 'Hubei', 'property': 'birthPlace', 'subject': 'Nie_Haisheng'}, {'object': 'Shenzhou_10', 'property': 'mission', 'subject': 'Nie_Haisheng'}, {'object': 'Shenzhou_6', 'property': 'mission', 'subject': 'Nie_Haisheng'}, {'object': ""People's_Republic_of_China"", 'property': 'nationality', 'subject': 'Nie_Haisheng'}, {'object': '1964-10-13', 'property': 'birthDate', 'subject': 'Nie_Haisheng'}]]",[],6,412,"Nie Haisheng was born in Zaoyang, Hubei, China on October 13, 1964. He has participated in the Shenzhou 6 and Shenzhou 10 missions.",1.7361571788787842
MusicalWork,"[{'object': '2006-09-06', 'property': 'releaseDate', 'subject': 'Nord_(Year_of_No_Light_album)'}, {'object': 'Year_of_No_Light', 'property': 'artist', 'subject': 'Nord_(Year_of_No_Light_album)'}, {'object': 'Crucial_Blast', 'property': 'recordLabel', 'subject': 'Nord_(Year_of_No_Light_album)'}, {'object': 'E-Vinyl', 'property': 'recordLabel', 'subject': 'Nord_(Year_of_No_Light_album)'}, {'object': '58.41', 'property': 'runtime', 'subject': 'Nord_(Year_of_No_Light_album)'}]","[[{'object': '2007-04-23', 'property': 'releaseDate', 'subject': 'Nord_(Year_of_No_Light_album)'}, {'object': 'Year_of_No_Light', 'property': 'artist', 'subject': 'Nord_(Year_of_No_Light_album)'}, {'object': 'Crucial_Blast', 'property': 'recordLabel', 'subject': 'Nord_(Year_of_No_Light_album)'}, {'object': 'E-Vinyl', 'property': 'recordLabel', 'subject': 'Nord_(Year_of_No_Light_album)'}, {'object': '58.416666666666664', 'property': 'runtime', 'subject': 'Nord_(Year_of_No_Light_album)'}]]",[],5,413,"The album ""Nord"" by Year of No Light was released on September 6, 2006. It is released under the record labels Crucial Blast and E-Vinyl. The album has a runtime of 58.41 minutes.",1.750056505203247
Scientist,"[{'object': 'Andrzej_Piotr_Ruszczyński', 'property': 'influencedBy', 'subject': 'Darinka_Dentcheva'}, {'object': '1958-01-01', 'property': 'birthDate', 'subject': 'Darinka_Dentcheva'}]","[[{'object': 'Andrzej_Piotr_Ruszczyński', 'property': 'influencedBy', 'subject': 'Darinka_Dentcheva'}, {'object': '1958-01-01', 'property': 'birthDate', 'subject': 'Darinka_Dentcheva'}]]",[],2,414,"Andrzej Piotr Ruszczyński was influenced by Darinka Dentcheva. Darinka Dentcheva was born on January 1, 1958.",1.3188591003417969
Scientist,"[{'object': '1934-01-01', 'property': 'birthDate', 'subject': 'Nurhan_Atasoy'}, {'object': 'Istanbul', 'property': 'residence', 'subject': 'Nurhan_Atasoy'}, {'object': 'Turkey', 'property': 'citizenship', 'subject': 'Nurhan_Atasoy'}, {'object': 'Turkey', 'property': 'birthPlace', 'subject': 'Nurhan_Atasoy'}, {'object': 'Turkey', 'property': 'residence', 'subject': 'Nurhan_Atasoy'}]","[[{'object': '1934-01-01', 'property': 'birthDate', 'subject': 'Nurhan_Atasoy'}, {'object': 'Istanbul', 'property': 'residence', 'subject': 'Nurhan_Atasoy'}, {'object': 'Turkey', 'property': 'citizenship', 'subject': 'Nurhan_Atasoy'}, {'object': 'Turkey', 'property': 'birthPlace', 'subject': 'Nurhan_Atasoy'}, {'object': 'Turkey', 'property': 'residence', 'subject': 'Nurhan_Atasoy'}]]",[],5,415,"Nurhan Atasoy was born on January 1, 1934 in Turkey. She is a citizen of Turkey and currently resides in Istanbul.",1.1347768306732178
Airport,"[{'object': 'Thurleigh', 'property': 'location', 'subject': 'Bedford_Aerodrome'}, {'object': '01234', 'property': 'areaCode', 'subject': 'Thurleigh'}, {'object': '""08/26""', 'property': 'runwayName', 'subject': 'Bedford_Aerodrome'}, {'object': 'Concrete', 'property': 'runwaySurfaceType', 'subject': 'Bedford_Aerodrome'}]","[[{'object': 'Thurleigh', 'property': 'location', 'subject': 'Bedford_Aerodrome'}, {'object': '01234', 'property': 'areaCode', 'subject': 'Thurleigh'}, {'object': '26', 'property': 'runwayDesignation', 'subject': 'Bedford_Aerodrome'}, {'object': 'Concrete', 'property': 'runwaySurface', 'subject': 'Bedford_Aerodrome'}]]",[],4,416,"Bedford Aerodrome is located in Thurleigh. The area code for Thurleigh is 01234. The runway at Bedford Aerodrome is named ""08/26"" and has a concrete surface.",1.7343125343322754
MusicalWork,"[{'object': 'Instrumental_music', 'property': 'genre', 'subject': 'Expect_a_Miracle'}, {'object': 'Easy_listening', 'property': 'genre', 'subject': 'Expect_a_Miracle'}]","[[{'object': 'Instrumental_music', 'property': 'genre', 'subject': 'Expect_a_Miracle'}, {'object': 'Easy_listening', 'property': 'genre', 'subject': 'Expect_a_Miracle'}]]",[],2,417,"""Expect a Miracle"" is a song that belongs to the genres of Instrumental music and Easy listening.",1.0335087776184082
Airport,"[{'object': 'ENAIRE', 'property': 'operatingOrganisation', 'subject': 'Adolfo_Suárez_Madrid–Barajas_Airport'}, {'object': 'Alcobendas', 'property': 'location', 'subject': 'Adolfo_Suárez_Madrid–Barajas_Airport'}, {'object': 'Madrid', 'property': 'city', 'subject': 'ENAIRE'}, {'object': '610.0', 'property': 'elevationAboveTheSeaLevel', 'subject': 'Adolfo_Suárez_Madrid–Barajas_Airport'}, {'object': 'Spain', 'property': 'country', 'subject': 'Madrid'}]","[[{'object': 'ENAIRE', 'property': 'operator', 'subject': 'Adolfo_Suárez_Madrid–Barajas_Airport'}, {'object': 'Alcobendas', 'property': 'location', 'subject': 'Adolfo_Suárez_Madrid–Barajas_Airport'}, {'object': 'Madrid', 'property': 'locationCity', 'subject': 'ENAIRE'}, {'object': '""609.6""^^xsd:double', 'property': 'elevation', 'subject': 'Adolfo_Suárez_Madrid–Barajas_Airport'}, {'object': 'Spain', 'property': 'country', 'subject': 'Madrid'}]]",[],5,418,Adolfo Suárez Madrid–Barajas Airport is operated by ENAIRE. It is located in Alcobendas. The airport has an elevation of 610.0 meters above sea level. Madrid is the city where ENAIRE is located. Madrid is in Spain.,1.843247652053833
Scientist,"[{'object': 'Istanbul', 'property': 'residence', 'subject': 'Nurhan_Atasoy'}, {'object': 'Eastern_European_Time', 'property': 'timeZone', 'subject': 'Istanbul'}, {'object': 'Eastern_European_Summer_Time', 'property': 'timeZone', 'subject': 'Istanbul'}, {'object': 'Turkey', 'property': 'residence', 'subject': 'Nurhan_Atasoy'}]","[[{'object': 'Istanbul', 'property': 'residence', 'subject': 'Nurhan_Atasoy'}, {'object': 'Eastern_European_Time', 'property': 'timeZone', 'subject': 'Istanbul'}, {'object': 'Eastern_European_Summer_Time', 'property': 'timeZone', 'subject': 'Istanbul'}, {'object': 'Turkey', 'property': 'residence', 'subject': 'Nurhan_Atasoy'}]]",[],4,419,"Nurhan Atasoy resides in Istanbul, Turkey. Istanbul follows the Eastern European Time and Eastern European Summer Time time zones.",1.0089144706726074
WrittenWork,"[{'object': 'The_Lord_of_the_Rings', 'property': 'followedBy', 'subject': 'The_Hobbit'}]","[[{'object': 'The_Lord_of_the_Rings', 'property': 'subsequentWork', 'subject': 'The_Hobbit'}]]",[],1,420,The Lord of the Rings is followed by The Hobbit.,0.8173909187316895
Building,"[{'object': 'Robert_A._M._Stern', 'property': 'architect', 'subject': 'Alan_B._Miller_Hall'}, {'object': 'Mason_School_of_Business', 'property': 'currentTenants', 'subject': 'Alan_B._Miller_Hall'}, {'object': 'Virginia', 'property': 'location', 'subject': 'Alan_B._Miller_Hall'}, {'object': 'College_of_William_&_Mary', 'property': 'owner', 'subject': 'Alan_B._Miller_Hall'}]","[[{'object': 'Robert_A._M._Stern', 'property': 'architect', 'subject': 'Alan_B._Miller_Hall'}, {'object': 'Mason_School_of_Business', 'property': 'currentTenants', 'subject': 'Alan_B._Miller_Hall'}, {'object': 'Virginia', 'property': 'location', 'subject': 'Alan_B._Miller_Hall'}, {'object': 'College_of_William_&_Mary', 'property': 'owner', 'subject': 'Alan_B._Miller_Hall'}]]",[],4,421,Alan B. Miller Hall is an architectural structure designed by Robert A. M. Stern. It is currently occupied by the Mason School of Business. The building is located in Virginia and is owned by the College of William & Mary.,1.838435411453247
MusicalWork,"[{'object': 'Let_It_Breed', 'property': 'precededBy', 'subject': 'Turn_Me_On_(album)'}, {'object': '35.1', 'property': 'runtime', 'subject': 'Turn_Me_On_(album)'}, {'object': 'Take_It_Off!', 'property': 'followedBy', 'subject': 'Turn_Me_On_(album)'}]","[[{'object': 'Let_It_Breed', 'property': 'previousWork', 'subject': 'Turn_Me_On_(album)'}, {'object': '35.1', 'property': 'runtime', 'subject': 'Turn_Me_On_(album)'}, {'object': 'Take_It_Off!', 'property': 'subsequentWork', 'subject': 'Turn_Me_On_(album)'}]]",[],3,422,"The album ""Turn Me On"" is preceded by ""Let It Breed"" and followed by ""Take It Off!"". It has a runtime of 35.1.",1.2214281558990479
Film,"[{'object': '1944-07-28', 'property': 'releaseDate', 'subject': 'English_Without_Tears'}, {'object': 'Alan_Jaggs', 'property': 'editing', 'subject': 'English_Without_Tears'}, {'object': 'Anatole_de_Grunwald', 'property': 'producer', 'subject': 'English_Without_Tears'}, {'object': 'Anatole_de_Grunwald', 'property': 'writer', 'subject': 'English_Without_Tears'}, {'object': 'Bernard_Knowles', 'property': 'cinematography', 'subject': 'English_Without_Tears'}]","[[{'object': '1944-07-28', 'property': 'releaseDate', 'subject': 'English_Without_Tears'}, {'object': 'Alan_Jaggs', 'property': 'editing', 'subject': 'English_Without_Tears'}, {'object': 'Anatole_de_Grunwald', 'property': 'producer', 'subject': 'English_Without_Tears'}, {'object': 'Anatole_de_Grunwald', 'property': 'writer', 'subject': 'English_Without_Tears'}, {'object': 'Bernard_Knowles', 'property': 'cinematography', 'subject': 'English_Without_Tears'}]]",[],5,423,"""English Without Tears"" was released on July 28, 1944. The film was edited by Alan Jaggs and produced by Anatole de Grunwald. Anatole de Grunwald also served as the writer for the film. The cinematography for ""English Without Tears"" was done by Bernard Knowles.",1.9575834274291992
Building,"[{'object': 'Robert_A._M._Stern', 'property': 'architect', 'subject': 'Alan_B._Miller_Hall'}, {'object': 'Mason_School_of_Business', 'property': 'currentTenants', 'subject': 'Alan_B._Miller_Hall'}, {'object': '2009-06-01', 'property': 'completionDate', 'subject': 'Alan_B._Miller_Hall'}, {'object': 'College_of_William_&_Mary', 'property': 'owner', 'subject': 'Alan_B._Miller_Hall'}]","[[{'object': 'Robert_A._M._Stern', 'property': 'architect', 'subject': 'Alan_B._Miller_Hall'}, {'object': 'Mason_School_of_Business', 'property': 'currentTenants', 'subject': 'Alan_B._Miller_Hall'}, {'object': '""2009-06-01""^^xsd:date', 'property': 'completionDate', 'subject': 'Alan_B._Miller_Hall'}, {'object': 'College_of_William_&_Mary', 'property': 'owner', 'subject': 'Alan_B._Miller_Hall'}], [{'object': 'Robert_A._M._Stern', 'property': 'architect', 'subject': 'Alan_B._Miller_Hall'}, {'object': 'Mason_School_of_Business', 'property': 'currentTenants', 'subject': 'Alan_B._Miller_Hall'}, {'object': '""1 June 2009""', 'property': 'buildingEndDate', 'subject': 'Alan_B._Miller_Hall'}, {'object': 'College_of_William_&_Mary', 'property': 'owner', 'subject': 'Alan_B._Miller_Hall'}]]",[],4,424,"Alan B. Miller Hall is an architectural structure designed by Robert A. M. Stern. It is currently occupied by the Mason School of Business. The completion date of Alan B. Miller Hall is June 1, 2009. The owner of Alan B. Miller Hall is the College of William & Mary.",2.352304458618164
Artist,"[{'object': 'South_German_gulden', 'property': 'currency', 'subject': 'German_Empire'}]","[[{'object': 'South_German_gulden', 'property': 'currency', 'subject': 'German_Empire'}]]",[],1,425,The currency of the German Empire was the South German gulden.,0.8182337284088135
Artist,"[{'object': 'School_of_Applied_Arts_in_Stuttgart', 'property': 'training', 'subject': 'Liselotte_Grschebina'}, {'object': '1908-05-02', 'property': 'birthDate', 'subject': 'Liselotte_Grschebina'}]","[[{'object': 'School_of_Applied_Arts_in_Stuttgart', 'property': 'training', 'subject': 'Liselotte_Grschebina'}, {'object': '1908-01-01', 'property': 'birthDate', 'subject': 'Liselotte_Grschebina'}]]",[],2,426,"Liselotte Grschebina was trained at the School of Applied Arts in Stuttgart. She was born on May 2, 1908.",1.3190727233886719
Athlete,"[{'object': 'Gdynia,_Poland', 'property': 'birthPlace', 'subject': 'Piotr_Hallmann'}, {'object': '70.308', 'property': 'weight', 'subject': 'Piotr_Hallmann'}, {'object': 'Central_European_Time', 'property': 'timeZone', 'subject': 'Gdynia,_Poland'}]","[[{'object': 'Gdynia', 'property': 'birthPlace', 'subject': 'Piotr_Hallmann'}, {'object': '70308.0', 'property': 'weight', 'subject': 'Piotr_Hallmann'}, {'object': 'Central_European_Time', 'property': 'timeZone', 'subject': 'Gdynia'}]]",[],3,427,"Piotr Hallmann was born in Gdynia, Poland. He weighs 70.308 kilograms. Gdynia, Poland is in the Central European Time zone.",1.5346200466156006
Building,"[{'object': 'Mason_School_of_Business', 'property': 'currentTenants', 'subject': 'Alan_B._Miller_Hall'}, {'object': 'United_States', 'property': 'country', 'subject': 'Mason_School_of_Business'}, {'object': 'College_of_William_&_Mary', 'property': 'owner', 'subject': 'Alan_B._Miller_Hall'}]","[[{'object': 'Mason_School_of_Business', 'property': 'currentTenants', 'subject': 'Alan_B._Miller_Hall'}, {'object': 'United_States', 'property': 'country', 'subject': 'Mason_School_of_Business'}, {'object': 'College_of_William_&_Mary', 'property': 'owner', 'subject': 'Alan_B._Miller_Hall'}]]",[],3,428,Alan B. Miller Hall is currently occupied by the Mason School of Business. The Mason School of Business is located in the United States. Alan B. Miller Hall is owned by the College of William & Mary.,1.6659362316131592
Astronaut,"[{'object': '""1923-11-18""', 'property': 'birthDate', 'subject': 'Alan_Shepard'}, {'object': 'United_States', 'property': 'nationality', 'subject': 'Alan_Shepard'}, {'object': 'California', 'property': 'deathPlace', 'subject': 'Alan_Shepard'}, {'object': '1959', 'property': 'selectedByNasa', 'subject': 'Alan_Shepard'}, {'object': 'New_Hampshire', 'property': 'birthPlace', 'subject': 'Alan_Shepard'}, {'object': 'Test_pilot', 'property': 'occupation', 'subject': 'Alan_Shepard'}]","[[{'object': '""1923-11-18""^^xsd:date', 'property': 'birthDate', 'subject': 'Alan_Shepard'}, {'object': 'United_States', 'property': 'nationality', 'subject': 'Alan_Shepard'}, {'object': 'California', 'property': 'deathPlace', 'subject': 'Alan_Shepard'}, {'object': '1959', 'property': 'selection', 'subject': 'Alan_Shepard'}, {'object': 'New_Hampshire', 'property': 'birthPlace', 'subject': 'Alan_Shepard'}, {'object': 'Test_pilot', 'property': 'occupation', 'subject': 'Alan_Shepard'}]]",[],6,429,"Alan Shepard was born on November 18, 1923 in New Hampshire, United States. He was a test pilot by occupation. In 1959, he was selected by NASA. He passed away in California.",1.8197731971740723
