id,category,tripleset_size,tripleset,lexicalisations,prediction_gpt-3.5-turbo-0613,bleu_nltk_gpt-3.5-turbo-0613,meteor_gpt-3.5-turbo-0613,execution_time_gpt-3.5-turbo-0613
135,Scientist,2,"[{'object': 'Saint_Petersburg', 'property': 'deathPlace', 'subject': 'Olga_Bondareva'}, {'object': '1439.0', 'property': 'areaTotal', 'subject': 'Saint_Petersburg'}]","['Saint Petersburg has the area of 1439.0 sq/km where Olga Bondareva died.', 'Olga Bondareva died in Saint Petersburg, a town which has an area of 1439 km2.', 'Olga Bondareva died in Saint Petersburg, a town with the total area of 1439.0.']",Olga Bondareva died in Saint Petersburg. The total area of Saint Petersburg is 1439.0.,0.39073802494525,0.6914285714285714,1.2238945960998535
136,Film,4,"[{'object': 'Tom_Simon', 'property': 'director', 'subject': 'Death_on_a_Factory_Farm'}, {'object': 'Tom_Simon', 'property': 'producer', 'subject': 'Death_on_a_Factory_Farm'}, {'object': 'HBO', 'property': 'broadcastedBy', 'subject': 'Death_on_a_Factory_Farm'}, {'object': 'Jamie_Lawrence', 'property': 'musicComposer', 'subject': 'Death_on_a_Factory_Farm'}]","['Death on a Factory Farm is a HBO film produced and directed by Tom Simon. Jamie Lawrence wrote the music.', 'HBO broadcasted film, Death on a Factory Farm, was directed and produced by Tom Simon. Jamie Lawrence composed the music.', ""Tom Simon is the director and producer of the film 'Death on a Factory Farm', which broadcast on HBO and featured Jamie Lawrence as the music composer.""]","Tom Simon is the director and producer of the documentary film ""Death on a Factory Farm"". It was broadcasted by HBO and the music was composed by Jamie Lawrence.",0.38613396600770944,0.6724580413883005,1.5501163005828855
137,ComicsCharacter,4,"[{'object': 'Broadcasting_House', 'property': 'city', 'subject': 'BBC'}, {'object': 'Steve_Bright', 'property': 'creator', 'subject': 'Bananaman'}, {'object': 'BBC', 'property': 'broadcastedBy', 'subject': 'Bananaman'}, {'object': 'Tim_Brooke-Taylor', 'property': 'starring', 'subject': 'Bananaman'}]","['Tim Brooke-Taylor starred in the Steve Bright creation Bananaman which was broadcast by the BBC, based at Broadcasting House in London.', 'The BBC broadcasted TV show Bananaman, which starred Tim Brooke-Taylor and was created by Steve Bright. The BBC’s home and headquarters is Broadcasting House in London.']",The BBC is based in Broadcasting House. Bananaman was created by Steve Bright and is broadcasted by the BBC. Tim Brooke-Taylor stars in Bananaman.,0.16312242347891562,0.5998956703182056,1.6344094276428225
138,Airport,2,"[{'object': '""Al Anbar Province, Iraq""', 'property': 'location', 'subject': 'Al_Asad_Airbase'}, {'object': 'United_States_Air_Force', 'property': 'operatingOrganisation', 'subject': 'Al_Asad_Airbase'}]","['Al Asad Airbase is operated by United States Air Force and is located in Al Anbar Province, Iraq.', 'The United States Air Force is the operating organisation for Al Asad airbase, which is located at Al Anbar Province, Iraq.', 'The Al Asad Airbase is in Al Anbar Province, Iraq and is run by the United States Air Force.']","Al Asad Airbase is located in Al Anbar Province, Iraq. It is operated by the United States Air Force.",0.7383583279879123,0.8704894682320441,1.224254846572876
139,Airport,1,"[{'object': '""08/26""', 'property': 'runwayName', 'subject': 'Bedford_Aerodrome'}]","['The Bedford Aerodrome has a runway named ""08/26"".', 'Bedford Aerodrome has a runway called 08/26.', 'The Bedford Aerodrome runway name is 08/26.']","The runway name of Bedford Aerodrome is ""08/26"".",0.1796520559815421,0.7198748043818466,1.0183570384979248
140,MeanOfTransportation,2,"[{'object': 'Detroit', 'property': 'assembly', 'subject': 'Pontiac_Rageous'}, {'object': '370.03', 'property': 'areaTotal', 'subject': 'Detroit'}]","['The Pontiac Rageous assembly line is in Detroit, which encompasses an area of 370.03 square kilometers.', 'The Pontiac Rageous assembly line was in Detroit, which has total are of 370.03 square kilometers.', 'The Pontiac Rageous was assembled in Detroit, which has a total area of 370.03 square kilometers.']",The Pontiac Rageous was assembled in Detroit. Detroit has a total area of 370.03.,0.5342227899599141,0.6941102625797677,1.133699655532837
141,Scientist,2,"[{'object': 'Leningrad,_USSR', 'property': 'birthPlace', 'subject': 'Olga_Bondareva'}, {'object': '1937-04-27', 'property': 'birthDate', 'subject': 'Olga_Bondareva'}]","['Olga Bondareva was born on April 27, 1937 in Leningrad, USSR.', 'Olga Bondareva was born on April 27, 1937 in Leningrad, part of the USSR.']","Olga Bondareva was born on 27 April 1937 in Leningrad, USSR.",0.6034148992419806,0.896818181818182,0.95477294921875
142,University,5,"[{'object': '2900', 'property': 'staff', 'subject': 'University_of_Burgundy'}, {'object': '1299', 'property': 'numberOfDoctoralStudents', 'subject': 'University_of_Burgundy'}, {'object': 'Dijon', 'property': 'campus', 'subject': 'University_of_Burgundy'}, {'object': '27400', 'property': 'numberOfStudents', 'subject': 'University_of_Burgundy'}, {'object': '9400', 'property': 'numberOfPostgraduateStudents', 'subject': 'University_of_Burgundy'}]","['The University of Burgundy in Dijon has 2,900 staff members along with 27,400 students, of which 9,400 are postgraduate students and 1,299 are PhD students.', 'The University of Burgundy in Dijon has 2900 staff members that educate a total of 27400 students of them 1299 are doctoral students, and 9400 are postgraduate students.', 'The University of Burgundy in Dijon has 2900 staff members that educate 27400 students. They have 1299 doctoral students, and 9400 postgraduate students.']","The University of Burgundy has a staff of 2900. It has 1299 doctoral students, 27400 students in total, and 9400 postgraduate students. The university is located in Dijon.",0.23961829057131978,0.5693617021276596,1.8044626712799072
143,Company,2,"[{'object': '295', 'property': 'numberOfLocations', 'subject': 'Chinabank'}, {'object': 'Philippines', 'property': 'location', 'subject': 'Chinabank'}]","['Located in the Philippines, Chinabank has 295 locations.', 'Chinabank, located in the Philippines, has 295 banking centers.', 'Chinabank, located in the Philippines, has 295 branches.']",Chinabank has 295 locations in the Philippines.,0.2664731314108428,0.7454289732770746,0.9179773330688475
144,CelestialBody,3,"[{'object': '418476000000.0', 'property': 'apoapsis', 'subject': '1147_Stavropolis'}, {'object': '1249.6', 'property': 'orbitalPeriod', 'subject': '1147_Stavropolis'}, {'object': '1929-06-11', 'property': 'discovered', 'subject': '1147_Stavropolis'}]","['1147 Stavropolis, discovered on June 11, 1929, has an apoapsis of 418476000000.0 and an orbital period of 1249.6 days.', '1147 Stavropolis was discovered on June 11,1929. Its apoapsis is 418476000000.0 and the orbital period of the asteroid is 1249.6 days.', '1147 Stavropolis, an asteroid discovered on 11 June 1929, has an orbital period of 1249.6 and an apoapsis of 418476000000.0 AU.']","1147 Stavropolis has an apoapsis of 418,476,000,000.0 and an orbital period of 1249.6. It was discovered on 11 June 1929.",0.4794425184430298,0.6612658384708324,1.835555076599121
145,SportsTeam,6,"[{'object': 'Arapiraca', 'property': 'location', 'subject': 'Estádio_Municipal_Coaracy_da_Mata_Fonseca'}, {'object': 'Campeonato_Brasileiro_Série_C', 'property': 'league', 'subject': 'Agremiação_Sportiva_Arapiraquense'}, {'object': '2015', 'property': 'season', 'subject': 'Agremiação_Sportiva_Arapiraquense'}, {'object': 'Brazil', 'property': 'country', 'subject': 'Campeonato_Brasileiro_Série_C'}, {'object': '17000', 'property': 'numberOfMembers', 'subject': 'Agremiação_Sportiva_Arapiraquense'}, {'object': 'Estádio_Municipal_Coaracy_da_Mata_Fonseca', 'property': 'ground', 'subject': 'Agremiação_Sportiva_Arapiraquense'}]","[""Agremiação Sportiva Arapiraquense club has 17000 members and played in the Campeonato Brasileiro Série C league in 2015 based in Brazil. The Agremiacao Sportiva Arapiraquense's ground is the Estadio Municipal Coaracy da Mata Fonseca located in Arapiraca."", 'Agremiacao Sportiva Arapiraquense has 17000 members and they played in the Campeonato Brasileiro Série C league in the 2015 season from Brazil. The Estádio Municipal Coaracy da Mata Fonseca is the name of the ground of Agremiação Sportiva Arapiraquense in Arapiraca.']","The Estádio Municipal Coaracy da Mata Fonseca is located in Arapiraca. Agremiação Sportiva Arapiraquense participated in the Campeonato Brasileiro Série C in 2015, representing Brazil. The team has a total of 17,000 members. Their home ground is the Estádio Municipal Coaracy da Mata Fonseca.",0.3543655560081964,0.5915119363395226,2.8593556880950928
146,Astronaut,3,"[{'object': 'California', 'property': 'deathPlace', 'subject': 'Alan_Shepard'}, {'object': 'New_Hampshire', 'property': 'birthPlace', 'subject': 'Alan_Shepard'}, {'object': 'Apollo_14', 'property': 'mission', 'subject': 'Alan_Shepard'}]","['Alan Shepard, who was a crew member of Apollo 14, was born in New Hampshire and died in California.', 'Apollo 14 crew member Alan Shepard was born in New Hampshire, but died in California.', 'Part of the Apollo 14 mission, Alan Shepard was born in New Hampshire, but died in California.']",Alan Shepard was born in New Hampshire and passed away in California. He was part of the Apollo 14 mission.,0.5108636942731495,0.7773976642680194,1.7346742153167725
147,Scientist,1,"[{'object': 'Unitary_state', 'property': 'governmentType', 'subject': 'Kingdom_of_England'}]","['The Kingdom of England used a unitary state form of government.', 'The Kingdom of England was a unitary state.']",The Kingdom of England is a unitary state.,0.5,0.864795918367347,0.9176630973815918
148,Scientist,2,"[{'object': '""Vice President""', 'property': 'leaderTitle', 'subject': 'United_States'}, {'object': 'United_States', 'property': 'residence', 'subject': 'Darinka_Dentcheva'}]","['United States is home to Darinka Dentcheva, where the Vice President is a title of one of its leaders.', 'Darinka Dentcheva currently lives in the United States where one of the leaders of the country is the Vice President.', 'One of the leaders of the United States, where Darinka Dentcheva resides, is the Vice President.']","Darinka Dentcheva resides in the United States, and the leader title in the United States is ""Vice President"".",0.23162761929610146,0.3757575757575758,1.324791431427002
149,MusicalWork,5,"[{'object': '2006-09-06', 'property': 'releaseDate', 'subject': 'Nord_(Year_of_No_Light_album)'}, {'object': 'Live_at_Roadburn_2008_(Year_of_No_Light_album)', 'property': 'followedBy', 'subject': 'Nord_(Year_of_No_Light_album)'}, {'object': 'Sludge_metal', 'property': 'genre', 'subject': 'Nord_(Year_of_No_Light_album)'}, {'object': 'Year_of_No_Light', 'property': 'producer', 'subject': 'Nord_(Year_of_No_Light_album)'}, {'object': 'Post-metal', 'property': 'genre', 'subject': 'Nord_(Year_of_No_Light_album)'}]","['Released on 2006-09-06, the Nord album was part of the post-metal genre of sludge metal. The Year of No Light produced the album and followed it up with Live at Roadburn 2008.', 'The post-metal and sludge metal album Nord by The Year of No Light, produced by Year of No Light was released on September 6, 2008 and was preceded by the album Live at Roadburn 2008.', 'The album Nord released in 06-09-2006 by Year of No Light is post metal and sludge metal genre. Year of No Light also the producers of their album Nord followed it with the album Live at Roadburn 2008.']","The album ""Nord"" by Year of No Light was released on September 6, 2006. It belongs to the genres of sludge metal and post-metal. The album was produced by Year of No Light. It was followed by the album ""Live at Roadburn 2008"" by Year of No Light.",0.3287692797474911,0.6509728788067735,2.445467710494995
150,Scientist,2,"[{'object': 'Saint_Petersburg', 'property': 'deathPlace', 'subject': 'Olga_Bondareva'}, {'object': 'Leningrad,_USSR', 'property': 'birthPlace', 'subject': 'Olga_Bondareva'}]","['Olga Bondareva, born in Leningrad, USSR, later died in Saint Petersburg.', 'Olga Bondareva was born in Leningrad, USSR and died in Saint Petersburg.', 'Olga Bondareva died in Saint Petersburg, although her birthplace was in Leningrad, USSR.']","Olga Bondareva was born in Leningrad, USSR and died in Saint Petersburg.",1.0,0.9997106481481481,1.1329972743988037
151,MusicalWork,5,"[{'object': '2006-09-06', 'property': 'releaseDate', 'subject': 'Nord_(Year_of_No_Light_album)'}, {'object': 'Live_at_Roadburn_2008_(Year_of_No_Light_album)', 'property': 'followedBy', 'subject': 'Nord_(Year_of_No_Light_album)'}, {'object': 'Sludge_metal', 'property': 'genre', 'subject': 'Nord_(Year_of_No_Light_album)'}, {'object': 'Year_of_No_Light', 'property': 'producer', 'subject': 'Nord_(Year_of_No_Light_album)'}, {'object': 'Year_of_No_Light', 'property': 'artist', 'subject': 'Nord_(Year_of_No_Light_album)'}]","[""Year of No Light self-produced their sludge-metal album Nord, and released it on September 6th, 2006. The band's next album was Live at Roadburn 2008."", 'Year of No Light is the artist and producer of the album Nord, which was released on September 6, 2006. It is in the sludge metal genre. It preceded Live at Roadburn 2008.', 'The album Nord by Year of No Light, a sludge metal genre was produced by the band and released on 06-09-2006. It followed the album Live at Roadburn 2008.']","The album ""Nord"" by Year of No Light was released on September 6, 2006. It belongs to the genre of sludge metal. Year of No Light is both the producer and artist of the album. It was followed by the album ""Live at Roadburn 2008"" by Year of No Light.",0.27196884179668573,0.545749279538905,2.5485105514526367
152,MusicalWork,4,"[{'object': 'Live_at_Roadburn_2008_(Year_of_No_Light_album)', 'property': 'followedBy', 'subject': 'Nord_(Year_of_No_Light_album)'}, {'object': 'Year_of_No_Light', 'property': 'producer', 'subject': 'Nord_(Year_of_No_Light_album)'}, {'object': 'Year_of_No_Light', 'property': 'artist', 'subject': 'Nord_(Year_of_No_Light_album)'}, {'object': 'Crucial_Blast', 'property': 'recordLabel', 'subject': 'Nord_(Year_of_No_Light_album)'}]","[""Year of No Light is both the artist and the producer of the album Nord. The album was released on the label Crucial Blast. Year of No Light's next album was Live at Roadburn 2008."", 'The album Nord by the Year of No Light, who also produced it was released by the record label Crucial blast. The album Nord was followed with the album Live at Roadburn 2008.', ""Record label Crucial Blast's band Year of No Light produced the album Nord, which was then followed by Live at Roadburn 2008.""]",Nord (Year of No Light album) is followed by Live at Roadburn 2008 (Year of No Light album). Year of No Light is the producer and artist of Nord (Year of No Light album). The record label for Nord (Year of No Light album) is Crucial Blast.,0.20045676270427742,0.5357142857142857,2.157532930374145
153,Politician,2,"[{'object': 'Casey_Ribicoff', 'property': 'spouse', 'subject': 'Abraham_A._Ribicoff'}, {'object': 'American', 'property': 'nationality', 'subject': 'Abraham_A._Ribicoff'}]","['Casey Ribicoff was the wife of citizen of the United States, Abraham A. Ribicoff.', 'Abraham A. Ribicoff, an American, is the husband of Casey Ribicoff.', 'Abraham A. Ribicoff, husband of Casey Ribicoff, was a citizen of the USA.']",Abraham A. Ribicoff is an American and his spouse is Casey Ribicoff.,0.11016798394984659,0.46046046046046046,0.9241299629211426
154,Scientist,1,"[{'object': 'Pranab_Mukherjee', 'property': 'leader', 'subject': 'India'}]","['Pranab Mukherjee was a leader of India.', 'The leader of India is Pranab Mukherjee.', 'Pranab Mukherjee is the leader of India.']",Pranab Mukherjee is the leader of India.,1.0,0.9985422740524781,0.8275177478790283
155,Artist,2,"[{'object': '1908-05-02', 'property': 'birthDate', 'subject': 'Liselotte_Grschebina'}, {'object': 'Israel', 'property': 'nationality', 'subject': 'Liselotte_Grschebina'}]","['Liselotte Grschebina was born on May 2, 1908 and has Israeli nationality.', 'Liselotte Grschebina was an Israeli born on May 2nd, 1908.', 'Liselotte Grschebina is an Israeli national born on May 2, 1908.']",Liselotte Grschebina was born on 2 May 1908 and holds Israeli nationality.,0.41722614486115056,0.8066666666666668,1.418753147125244
156,Scientist,3,"[{'object': 'Istanbul', 'property': 'residence', 'subject': 'Nurhan_Atasoy'}, {'object': 'Unitary_state', 'property': 'governmentType', 'subject': 'Turkey'}, {'object': 'Turkey', 'property': 'residence', 'subject': 'Nurhan_Atasoy'}]","['Nurhan Atasoy resides in the unitary state of Turkey, specifically in Istanbul.', 'Nurhan Atasoy resides in Istanbul which is in Turkey whose type of government is s unitary state.', 'Nurhan Atasoy resides in Istanbul, Turkey. Turkey has a unitary form of government.']","Nurhan Atasoy resides in Istanbul, Turkey. Turkey is a unitary state.",0.6269249514920864,0.6992669753086419,1.0252368450164795
157,MusicalWork,1,"[{'object': 'Proto-punk', 'property': 'genre', 'subject': 'The_Velvet_Underground'}]","['The genre of the Velvet Underground is proto-punk.', 'Proto-punk is the genre of the Velvet Underground.', 'The Velvet Underground is a proto-punk band.']",The Velvet Underground is associated with the genre of proto-punk.,0.392814650900513,0.8565167682926829,0.9963624477386476
158,Artist,3,"[{'object': 'Post-metal', 'property': 'genre', 'subject': 'Aaron_Turner'}, {'object': 'Twilight_(band)', 'property': 'associatedBand/associatedMusicalArtist', 'subject': 'Aaron_Turner'}, {'object': '1995', 'property': 'activeYearsStartYear', 'subject': 'Aaron_Turner'}]","['Aaron Turner is a post metal musician who started performing in 1995 and played with the post metal band, Twilight.', 'Aaron Turner is a post metal musician who started performing in 1995 and played with the band, Twilight.']",Aaron Turner is associated with the band Twilight and is known for his work in the post-metal genre. He started his active career in 1995.,0.07929026506841375,0.3122730573710966,1.4499907493591309
159,Monument,3,"[{'object': 'Adams_County,_Pennsylvania', 'property': 'location', 'subject': '11th_Mississippi_Infantry_Monument'}, {'object': '""Pennsylvania""', 'property': 'state', 'subject': '11th_Mississippi_Infantry_Monument'}, {'object': 'Carroll_County,_Maryland', 'property': 'hasToItsSoutheast', 'subject': 'Adams_County,_Pennsylvania'}]","['The 11th Mississippi Infantry Monument is located in Adams County, in the state of Pennsylvania which is northwest to Carroll County Maryland.', 'The 11th Mississippi Infantry Monument is located in Adams County, the state of Pennsylvania which is located northwest to Carroll County, Maryland.', 'The 11th Mississippi Infantry Monument is in Adams County, Pennsylvania. To the southeast of Adams County, Pennsylvania lies Carroll County, Maryland.']","The 11th Mississippi Infantry Monument is located in Adams County, Pennsylvania. It is in the state of Pennsylvania. Adams County, Pennsylvania is situated to the southeast of Carroll County, Maryland.",0.5506716057974674,0.8716324200913242,1.7356929779052734
160,Film,5,"[{'object': '1944-07-28', 'property': 'releaseDate', 'subject': 'English_Without_Tears'}, {'object': 'Terence_Rattigan', 'property': 'writer', 'subject': 'English_Without_Tears'}, {'object': '89.0', 'property': 'runtime', 'subject': 'English_Without_Tears'}, {'object': 'Alan_Jaggs', 'property': 'editing', 'subject': 'English_Without_Tears'}, {'object': 'Nicholas_Brodszky', 'property': 'musicComposer', 'subject': 'English_Without_Tears'}]","['English Without Tears is an 89 minute movie written by Terence Rattigan and released on July 28th, 1944. Alan Jaggs was the editor while Nicholas Brodszky wrote the music for the film.', 'On 1994-07-28,English Without Tears a 89 minutes long was released which is written by Terence Rattigan,done by Alan Jaggs and composed by Nicholas Brodszky.', 'The film English Without Tears, written by Terence Rattigan, was released on 07-28-1944. Edited by Alan Jaggs, it has an 89 minute running time with music composed by Nicholas Brodszky..']",English Without Tears was released on 28 July 1944. It was written by Terence Rattigan and has a runtime of 89.0 minutes. The editing was done by Alan Jaggs and the music was composed by Nicholas Brodszky.,0.3037880215922147,0.6369243814707934,2.0419342517852783
161,Monument,6,"[{'object': 'Franklin_County,_Pennsylvania', 'property': 'hasToItsWest', 'subject': 'Adams_County,_Pennsylvania'}, {'object': '2000', 'property': 'established', 'subject': '11th_Mississippi_Infantry_Monument'}, {'object': 'Adams_County,_Pennsylvania', 'property': 'location', 'subject': '11th_Mississippi_Infantry_Monument'}, {'object': 'Gettysburg,_Pennsylvania', 'property': 'municipality', 'subject': '11th_Mississippi_Infantry_Monument'}, {'object': 'Carroll_County,_Maryland', 'property': 'hasToItsSoutheast', 'subject': 'Adams_County,_Pennsylvania'}, {'object': 'Contributing_property', 'property': 'category', 'subject': '11th_Mississippi_Infantry_Monument'}]","['Adams County Pennsylvania, which is to the east of Franklin County, Pennsylvania, is the location of the 11th Mississippi Infantry Monument, which was established there in the year 2000. The 11th Mississippi Infantry Monument stands in the municipality of Gettysburg and falls under the category of Contributing property. To the southeast of Adams County, lies Carroll County, Maryland.', ""A monument to the 11th Mississippi Infantry was built in 2000 in the municipality of Gettysburg which is in Adams County, Pennsylvania. Carroll County Maryland is southeast of Adams County, while Pennsylvania's Franklin County is to be found to the west. This monument is categorised as a contributing property."", 'To the west of Adams County, Pennsylvania, is Franklin County, Pennsylvania and to its southeast is Carroll County, Maryland. In Adams County, a monument to the 11th Mississippi Infantry was established in 2000 in the municipality of Gettysburg. This monument is categorized as a Contributing Property.']","Adams County, Pennsylvania is located to the west of Franklin County, Pennsylvania. The 11th Mississippi Infantry Monument is located in Adams County, Pennsylvania, specifically in Gettysburg. It was established in the year 2000 and is considered a contributing property. Carroll County, Maryland is located to the southeast of Adams County, Pennsylvania.",0.32077897544182243,0.6161498823459326,2.45841383934021
162,Artist,3,"[{'object': 'Lotus_Eaters_(band)', 'property': 'associatedBand/associatedMusicalArtist', 'subject': 'Aaron_Turner'}, {'object': 'Black_metal', 'property': 'genre', 'subject': 'Aaron_Turner'}, {'object': 'Electric_guitar', 'property': 'instrument', 'subject': 'Aaron_Turner'}]","['Aaron Turner is a black metal musician in the Lotus Eaters who plays electric guitar.', 'Aaron Turner is a black metal musician who plays electric guitar in the Lotus Eaters.', 'Aaron Turner plays the electric guitar in the Black Metal band, Lotus Eaters.']",Aaron Turner is associated with the band Lotus Eaters. He is also associated with the genre of black metal and plays the electric guitar.,0.13471766853689124,0.5875886524822695,1.2481720447540283
163,WrittenWork,3,"[{'object': 'George_Allen_&_Unwin', 'property': 'publisher', 'subject': 'The_Fellowship_of_the_Ring'}, {'object': 'Fantasy_(genre)', 'property': 'literaryGenre', 'subject': 'The_Fellowship_of_the_Ring'}, {'object': 'The_Two_Towers', 'property': 'followedBy', 'subject': 'The_Fellowship_of_the_Ring'}]","['The Fellowship of the Ring and The Two Towers were books belonging to the fantasy literary genre published by George Allen & Unwin.', 'George Allen & Unwin published the fantasy novel The Fellowship of the Ring, which was followed by its sequel The Two Towers.', 'George Allen & Unwin published the fantasy, Fellowship of the Ring, followed by The Two Towers.']",The Fellowship of the Ring is published by George Allen & Unwin. It belongs to the literary genre of Fantasy. It is followed by The Two Towers.,0.46651287532751534,0.7008893041281705,1.424537181854248
164,Film,6,"[{'object': 'Tom_Simon', 'property': 'director', 'subject': 'Death_on_a_Factory_Farm'}, {'object': 'HBO', 'property': 'broadcastedBy', 'subject': 'Death_on_a_Factory_Farm'}, {'object': 'Geof_Bartz', 'property': 'editor', 'subject': 'Death_on_a_Factory_Farm'}, {'object': 'Jamie_Lawrence', 'property': 'musicComposer', 'subject': 'Death_on_a_Factory_Farm'}, {'object': '83.0', 'property': 'runtime', 'subject': 'Death_on_a_Factory_Farm'}, {'object': 'Sarah_Teale', 'property': 'director', 'subject': 'Death_on_a_Factory_Farm'}]","['Sarah Teale and Tom Simon directed the 83 minute movie Death on a Factory Farm which was edited by Geof Bartz. Jamie Lawrence composed the music for the movie which was released by HBO.', 'Tom Simon and Sarah Teale directed the 83 minute movie Death on a Factory Farm which was edited by Geof Bartz. Jamie Lawrence composed music for this movie which was broadcasted by HBO.', 'Sarah Teale and Tom Simon directed the 83 minute movie Death on a Factory Farm which edited by Geof Bartz and broadcasted by HBO. The movie has Jamie Lawrence as the music composer.']","""Death on a Factory Farm"" is a documentary directed by Tom Simon and Sarah Teale. It was broadcasted by HBO. Geof Bartz served as the editor and Jamie Lawrence composed the music for the documentary. The runtime of the documentary is 83.0 minutes.",0.3029847338492217,0.5074632352941176,2.241568088531494
165,Athlete,5,"[{'object': 'Grozny', 'property': 'ground', 'subject': 'FC_Terek_Grozny'}, {'object': 'FC_Amkar_Perm', 'property': 'currentclub', 'subject': 'Aleksandr_Prudnikov'}, {'object': 'FC_Terek_Grozny', 'property': 'club', 'subject': 'Aleksandr_Prudnikov'}, {'object': '1989-02-24', 'property': 'birthDate', 'subject': 'Aleksandr_Prudnikov'}, {'object': '185.0 (centimetres)', 'property': 'height', 'subject': 'Aleksandr_Prudnikov'}]","['Aleksandr Prudnikov was born on February 24, 1989 and is 185 cm tall. He currently plays for FC Amkar Perm and also played for FC Terek Grozny, which is located in Grozny.', 'Aleksandr Prudnikov, height 185 cm., born on 1989-02-24, and who plays for FC Amkar Perm, is in the FC Terek Grozny club the ground of which is based at Grozny.', 'Aleksandr Prudnikov, 185 cm tall, whose date of birth is 1989-02-24 and whose current club is FC Amkar Perm, plays for FC Terek Grozny, the ground of which is based at Grozny.']","FC Terek Grozny plays their home matches at Grozny. Aleksandr Prudnikov currently plays for FC Amkar Perm, but he previously played for FC Terek Grozny. He was born on 24 February 1989 and has a height of 185.0 centimeters.",0.27166532351223216,0.5501622235211399,2.036600351333618
166,Building,6,"[{'object': 'Robert_A._M._Stern', 'property': 'architect', 'subject': 'Alan_B._Miller_Hall'}, {'object': '""101 Ukrop Way""', 'property': 'address', 'subject': 'Alan_B._Miller_Hall'}, {'object': '""30 March 2007""', 'property': 'buildingStartDate', 'subject': 'Alan_B._Miller_Hall'}, {'object': 'Mason_School_of_Business', 'property': 'currentTenants', 'subject': 'Alan_B._Miller_Hall'}, {'object': '2009-06-01', 'property': 'completionDate', 'subject': 'Alan_B._Miller_Hall'}, {'object': 'College_of_William_&_Mary', 'property': 'owner', 'subject': 'Alan_B._Miller_Hall'}]","['The College of William and Mary is the owner of the Alan B. Miller Hall at 101 Ukrop Way, which began construction on the 30th of March, 2007. The building was designed by Robert A M Stern and was completed on the 1st of June 2009. The Mason School of Business are the current tenants.', 'The address of the Alan B. Miller Hall, which was designed by architect Robert A.M. Stern, is ""101 Ukrop Way"". The Mason School of Business are the current tenants of the building which began construction on the 30th of March 2007 and was completed on June 1st, 2009. The College of William and Mary is its current owner..', 'The College of William and Mary is the owner of the Alan B. Miller Hall at 101 Ukrop Way, which was designed by Robert A.M. Stern. The current tenants of the building are The Mason School of Business and the building began construction on the 30th of March 2007. The hall was completed on the 1st of June 2009.']","Alan B. Miller Hall, located at ""101 Ukrop Way"", was designed by Robert A.M. Stern. The building construction started on ""30 March 2007"" and was completed on 1 June 2009. It is currently occupied by the Mason School of Business and is owned by the College of William & Mary.",0.31248778136285543,0.5575520158853492,2.3576865196228027
167,MusicalWork,3,"[{'object': 'Squeeze_(The_Velvet_Underground_album)', 'property': 'precededBy', 'subject': 'Bootleg_Series_Volume_1:_The_Quine_Tapes'}, {'object': 'Polydor_Records', 'property': 'recordLabel', 'subject': 'Bootleg_Series_Volume_1:_The_Quine_Tapes'}, {'object': 'Universal_Music_Group', 'property': 'recordLabel', 'subject': 'Bootleg_Series_Volume_1:_The_Quine_Tapes'}]","['Bootleg Series Volume 1: The Quine Tapes was recorded through Polydor Records, released by the record label Universal Music Group, and preceded by the Velvet Underground album Squeeze.', 'The Bootleg Series Volume 1: The Quine Tapes, which was preceded by the album Squeeze, was released by the record label Polydor Records and recorded under the Universal Music Group record label.', 'Bootleg Series Volume 1: The Quine Tapes, recorded under the Polydor Records record label and published by Universal Music Group, was preceded by Squeeze by The Velvet Underground.']","The album ""Bootleg Series Volume 1: The Quine Tapes"" was preceded by ""Squeeze"" by The Velvet Underground. It was released under the record labels Polydor Records and Universal Music Group.",0.3239659266863319,0.6752062527138515,1.5342309474945068
168,Film,5,"[{'object': 'Tom_Simon', 'property': 'director', 'subject': 'Death_on_a_Factory_Farm'}, {'object': 'Tom_Simon', 'property': 'producer', 'subject': 'Death_on_a_Factory_Farm'}, {'object': 'Sarah_Teale', 'property': 'producer', 'subject': 'Death_on_a_Factory_Farm'}, {'object': 'Sarah_Teale', 'property': 'director', 'subject': 'Death_on_a_Factory_Farm'}, {'object': '83.0', 'property': 'runtime', 'subject': 'Death_on_a_Factory_Farm'}]","['Death on a Factory Farm was produced and directed by Tom Simon and Sarah Teale. The film runs for 83 minutes.', '""Death on a Factory Farm"" is a film both directed and produced by Tom Simon and Sarah Teale. The film runs for 83 minutes.', 'Tom Simon and Sarah Teale directed and produced the 83 minutes movie Death on a Factory Farm.']","Tom Simon and Sarah Teale are the directors and producers of the documentary film ""Death on a Factory Farm"". The film has a runtime of 83.0 minutes.",0.2598383301315989,0.5615243342516071,1.534783124923706
